study,subject_id,session_name,time_bin_start_s,leverpress_count_5s
2,NOEXT1R,lever_training,910.0,1
2,NOEXT1R,lever_training,920.0,1
2,NOEXT1R,lever_training,960.0,1
2,NOEXT1R,lever_training,1015.0,1
2,NOEXT1R,lever_training,1080.0,1
2,NOEXT1R,lever_training,1110.0,1
2,NOEXT1R,lever_training,1120.0,1
2,NOEXT1R,lever_training,1145.0,1
2,NOEXT1R,lever_training,1215.0,1
2,NOEXT1R,lever_training,1225.0,1
2,NOEXT1R,lever_training,1330.0,1
2,NOEXT1R,lever_training,1335.0,1
2,NOEXT1R,lever_training,1450.0,1
2,NOEXT1R,lever_training,1455.0,1
2,NOEXT1R,lever_training,1485.0,1
2,NOEXT1R,lever_training,1490.0,1
2,NOEXT1R,lever_training,1525.0,1
2,NOEXT1R,lever_training,1600.0,1
2,NOEXT1R,lever_training,1625.0,1
2,NOEXT1R,lever_training,1680.0,1
2,NOEXT1R,lever_training,1725.0,1
2,NOEXT1R,lever_training,1780.0,1
2,NOEXT1R,lever_training,1800.0,1
2,NOEXT1R,lever_training,1895.0,1
2,NOEXT1R,lever_training,1935.0,1
2,NOEXT1R,lever_training,2065.0,1
2,NOEXT1R,lever_training,2085.0,1
2,NOEXT1R,lever_training,2150.0,1
2,NOEXT1R,lever_training,2265.0,1
2,NOEXT1R,lever_training,2285.0,1
2,NOEXT1R,lever_training,2295.0,1
2,NOEXT1R,lever_training,2395.0,1
2,NOEXT1R,renewal,0.0,1
2,NOEXT1R,renewal,75.0,1
2,NOEXT1R,renewal,120.0,1
2,NOEXT1R,renewal,235.0,1
2,NOEXT1R,retrieval,0.0,1
2,NOEXT2B,LTM2,0.0,1
2,NOEXT2B,LTM2,225.0,1
2,NOEXT2B,extinction1,0.0,1
2,NOEXT2B,extinction1,140.0,1
2,NOEXT2B,extinction1,1830.0,1
2,NOEXT2B,extinction1,2780.0,1
2,NOEXT2B,extinction1,3160.0,1
2,NOEXT2B,extinction2,0.0,1
2,NOEXT2B,extinction2,350.0,1
2,NOEXT2B,extinction2,525.0,1
2,NOEXT2B,extinction2,630.0,1
2,NOEXT2B,extinction2,730.0,1
2,NOEXT2B,extinction2,960.0,1
2,NOEXT2B,extinction2,1070.0,1
2,NOEXT2B,extinction2,1775.0,1
2,NOEXT2B,extinction2,2000.0,1
2,NOEXT2B,extinction2,2120.0,1
2,NOEXT2B,extinction3,0.0,1
2,NOEXT2B,extinction3,120.0,1
2,NOEXT2B,extinction3,800.0,1
2,NOEXT2B,extinction3,1090.0,1
2,NOEXT2B,extinction3,1310.0,1
2,NOEXT2B,extinction3,1465.0,1
2,NOEXT2B,extinction3,1585.0,1
2,NOEXT2B,extinction3,1800.0,1
2,NOEXT2B,extinction4,0.0,1
2,NOEXT2B,extinction4,480.0,1
2,NOEXT2B,extinction4,780.0,1
2,NOEXT2B,extinction4,975.0,1
2,NOEXT2B,extinction4,1255.0,1
2,NOEXT2B,extinction4,1495.0,1
2,NOEXT2B,extinction4,1775.0,1
2,NOEXT2B,extinction4,1875.0,1
2,NOEXT2B,lever_training,0.0,2
2,NOEXT2B,lever_training,50.0,1
2,NOEXT2B,lever_training,115.0,1
2,NOEXT2B,lever_training,145.0,1
2,NOEXT2B,lever_training,200.0,1
2,NOEXT2B,lever_training,215.0,1
2,NOEXT2B,lever_training,240.0,1
2,NOEXT2B,lever_training,275.0,1
2,NOEXT2B,lever_training,325.0,1
2,NOEXT2B,lever_training,340.0,1
2,NOEXT2B,lever_training,425.0,1
2,NOEXT2B,lever_training,440.0,1
2,NOEXT2B,lever_training,515.0,1
2,NOEXT2B,lever_training,540.0,1
2,NOEXT2B,lever_training,605.0,1
2,NOEXT2B,lever_training,715.0,1
2,NOEXT2B,lever_training,735.0,1
2,NOEXT2B,lever_training,765.0,1
2,NOEXT2B,lever_training,855.0,1
2,NOEXT2B,lever_training,875.0,1
2,NOEXT2B,lever_training,975.0,1
2,NOEXT2B,lever_training,1075.0,1
2,NOEXT2B,lever_training,1155.0,1
2,NOEXT2B,lever_training,1250.0,1
2,NOEXT2B,lever_training,1310.0,1
2,NOEXT2B,lever_training,1370.0,1
2,NOEXT2B,lever_training,1410.0,1
2,NOEXT2B,lever_training,1505.0,1
2,NOEXT2B,lever_training,1520.0,2
2,NOEXT2B,lever_training,1525.0,1
2,NOEXT2B,lever_training,1575.0,1
2,NOEXT2B,lever_training,1615.0,1
2,NOEXT2B,lever_training,1685.0,1
2,NOEXT2B,lever_training,1715.0,1
2,NOEXT2B,lever_training,1815.0,1
2,NOEXT2B,lever_training,1935.0,1
2,NOEXT2B,lever_training,1950.0,1
2,NOEXT2B,lever_training,2065.0,1
2,NOEXT2B,lever_training,2130.0,2
2,NOEXT2B,lever_training,2190.0,1
2,NOEXT2B,lever_training,2225.0,1
2,NOEXT2B,lever_training,2285.0,1
2,NOEXT2B,lever_training,2305.0,1
2,NOEXT2B,lever_training,2310.0,1
2,NOEXT2B,lever_training,2380.0,1
2,NOEXT2B,renewal,0.0,1
2,NOEXT2B,renewal,235.0,1
2,NOEXT2B,retrieval,0.0,1
2,NOEXT2G,LTM2,0.0,1
2,NOEXT2G,extinction1,0.0,1
2,NOEXT2G,extinction1,495.0,1
2,NOEXT2G,extinction1,825.0,1
2,NOEXT2G,extinction1,960.0,1
2,NOEXT2G,extinction1,1160.0,1
2,NOEXT2G,extinction1,2740.0,1
2,NOEXT2G,extinction2,0.0,1
2,NOEXT2G,extinction2,1235.0,1
2,NOEXT2G,extinction2,1440.0,1
2,NOEXT2G,extinction2,1480.0,1
2,NOEXT2G,extinction2,1490.0,1
2,NOEXT2G,extinction2,1595.0,1
2,NOEXT2G,extinction2,1700.0,1
2,NOEXT2G,extinction2,1720.0,1
2,NOEXT2G,extinction2,1785.0,1
2,NOEXT2G,extinction2,1880.0,1
2,NOEXT2G,extinction2,1965.0,1
2,NOEXT2G,extinction2,2005.0,1
2,NOEXT2G,extinction2,2020.0,1
2,NOEXT2G,extinction2,2065.0,1
2,NOEXT2G,extinction2,2080.0,1
2,NOEXT2G,extinction2,2180.0,1
2,NOEXT2G,extinction2,2185.0,1
2,NOEXT2G,extinction3,0.0,1
2,NOEXT2G,extinction3,285.0,1
2,NOEXT2G,extinction3,450.0,1
2,NOEXT2G,extinction3,580.0,1
2,NOEXT2G,extinction3,715.0,1
2,NOEXT2G,extinction3,950.0,1
2,NOEXT2G,extinction3,1235.0,1
2,NOEXT2G,extinction3,2000.0,1
2,NOEXT2G,extinction4,0.0,1
2,NOEXT2G,extinction4,545.0,1
2,NOEXT2G,extinction4,725.0,1
2,NOEXT2G,extinction4,910.0,1
2,NOEXT2G,extinction4,940.0,1
2,NOEXT2G,extinction4,975.0,1
2,NOEXT2G,extinction4,1060.0,1
2,NOEXT2G,extinction4,1215.0,1
2,NOEXT2G,extinction4,1245.0,1
2,NOEXT2G,extinction4,1380.0,1
2,NOEXT2G,extinction4,1535.0,1
2,NOEXT2G,extinction4,1570.0,1
2,NOEXT2G,extinction4,1705.0,1
2,NOEXT2G,lever_training,0.0,2
2,NOEXT2G,lever_training,170.0,1
2,NOEXT2G,lever_training,185.0,1
2,NOEXT2G,lever_training,225.0,1
2,NOEXT2G,lever_training,300.0,1
2,NOEXT2G,lever_training,330.0,1
2,NOEXT2G,lever_training,400.0,1
2,NOEXT2G,lever_training,435.0,1
2,NOEXT2G,lever_training,505.0,1
2,NOEXT2G,lever_training,545.0,1
2,NOEXT2G,lever_training,610.0,1
2,NOEXT2G,lever_training,650.0,1
2,NOEXT2G,lever_training,715.0,1
2,NOEXT2G,lever_training,765.0,1
2,NOEXT2G,lever_training,770.0,1
2,NOEXT2G,lever_training,890.0,1
2,NOEXT2G,lever_training,940.0,1
2,NOEXT2G,lever_training,1005.0,1
2,NOEXT2G,lever_training,1130.0,1
2,NOEXT2G,lever_training,1135.0,1
2,NOEXT2G,lever_training,1235.0,1
2,NOEXT2G,lever_training,1250.0,1
2,NOEXT2G,lever_training,1310.0,1
2,NOEXT2G,lever_training,1390.0,1
2,NOEXT2G,lever_training,1450.0,1
2,NOEXT2G,lever_training,1510.0,1
2,NOEXT2G,lever_training,1540.0,1
2,NOEXT2G,lever_training,1610.0,1
2,NOEXT2G,lever_training,1670.0,1
2,NOEXT2G,lever_training,1765.0,1
2,NOEXT2G,lever_training,1795.0,1
2,NOEXT2G,lever_training,2080.0,1
2,NOEXT2G,lever_training,2185.0,1
2,NOEXT2G,lever_training,2260.0,1
2,NOEXT2G,lever_training,2320.0,1
2,NOEXT2G,renewal,0.0,1
2,NOEXT2G,retrieval,0.0,1
2,NOEXT3B,LTM2,0.0,1
2,NOEXT3B,LTM2,45.0,1
2,NOEXT3B,LTM2,150.0,1
2,NOEXT3B,LTM2,300.0,1
2,NOEXT3B,extinction1,0.0,1
2,NOEXT3B,extinction1,215.0,1
2,NOEXT3B,extinction1,295.0,1
2,NOEXT3B,extinction1,385.0,1
2,NOEXT3B,extinction1,450.0,1
2,NOEXT3B,extinction1,545.0,1
2,NOEXT3B,extinction1,620.0,1
2,NOEXT3B,extinction1,650.0,1
2,NOEXT3B,extinction1,670.0,1
2,NOEXT3B,extinction1,685.0,1
2,NOEXT3B,extinction1,795.0,1
2,NOEXT3B,extinction1,900.0,1
2,NOEXT3B,extinction1,955.0,1
2,NOEXT3B,extinction1,1060.0,1
2,NOEXT3B,extinction1,1155.0,1
2,NOEXT3B,extinction1,1280.0,1
2,NOEXT3B,extinction1,1510.0,1
2,NOEXT3B,extinction1,1645.0,1
2,NOEXT3B,extinction1,1855.0,1
2,NOEXT3B,extinction1,2270.0,1
2,NOEXT3B,extinction1,2350.0,1
2,NOEXT3B,extinction1,2455.0,1
2,NOEXT3B,extinction1,2515.0,1
2,NOEXT3B,extinction1,2580.0,1
2,NOEXT3B,extinction1,2640.0,1
2,NOEXT3B,extinction1,2765.0,1
2,NOEXT3B,extinction1,2875.0,1
2,NOEXT3B,extinction1,2970.0,1
2,NOEXT3B,extinction1,3220.0,1
2,NOEXT3B,extinction2,0.0,1
2,NOEXT3B,extinction2,780.0,1
2,NOEXT3B,extinction2,910.0,1
2,NOEXT3B,extinction2,980.0,1
2,NOEXT3B,extinction2,1155.0,1
2,NOEXT3B,extinction2,1280.0,1
2,NOEXT3B,extinction2,1355.0,1
2,NOEXT3B,extinction2,1390.0,1
2,NOEXT3B,extinction2,1475.0,1
2,NOEXT3B,extinction2,1590.0,1
2,NOEXT3B,extinction2,1650.0,1
2,NOEXT3B,extinction2,1680.0,1
2,NOEXT3B,extinction2,1795.0,1
2,NOEXT3B,extinction2,1820.0,1
2,NOEXT3B,extinction2,1935.0,1
2,NOEXT3B,extinction2,1970.0,1
2,NOEXT3B,extinction3,0.0,1
2,NOEXT3B,extinction3,160.0,1
2,NOEXT3B,extinction3,190.0,1
2,NOEXT3B,extinction3,295.0,1
2,NOEXT3B,extinction3,420.0,1
2,NOEXT3B,extinction3,520.0,1
2,NOEXT3B,extinction3,550.0,1
2,NOEXT3B,extinction3,625.0,1
2,NOEXT3B,extinction3,700.0,1
2,NOEXT3B,extinction3,810.0,1
2,NOEXT3B,extinction3,915.0,1
2,NOEXT3B,extinction3,1000.0,1
2,NOEXT3B,extinction3,1075.0,1
2,NOEXT3B,extinction3,1170.0,1
2,NOEXT3B,extinction3,1240.0,1
2,NOEXT3B,extinction3,1350.0,1
2,NOEXT3B,extinction3,1470.0,1
2,NOEXT3B,extinction3,1500.0,1
2,NOEXT3B,extinction3,1575.0,1
2,NOEXT3B,extinction3,1595.0,1
2,NOEXT3B,extinction3,1715.0,1
2,NOEXT3B,extinction3,1810.0,1
2,NOEXT3B,extinction3,1960.0,1
2,NOEXT3B,extinction4,0.0,1
2,NOEXT3B,extinction4,160.0,1
2,NOEXT3B,extinction4,335.0,1
2,NOEXT3B,extinction4,440.0,1
2,NOEXT3B,extinction4,545.0,1
2,NOEXT3B,extinction4,700.0,1
2,NOEXT3B,extinction4,845.0,1
2,NOEXT3B,extinction4,1005.0,1
2,NOEXT3B,extinction4,1050.0,1
2,NOEXT3B,extinction4,1205.0,1
2,NOEXT3B,extinction4,1370.0,1
2,NOEXT3B,extinction4,1530.0,1
2,NOEXT3B,extinction4,1785.0,1
2,NOEXT3B,extinction4,1925.0,1
2,NOEXT3B,lever_training,0.0,2
2,NOEXT3B,lever_training,120.0,1
2,NOEXT3B,lever_training,160.0,1
2,NOEXT3B,lever_training,170.0,1
2,NOEXT3B,lever_training,280.0,1
2,NOEXT3B,lever_training,300.0,1
2,NOEXT3B,lever_training,405.0,2
2,NOEXT3B,lever_training,445.0,1
2,NOEXT3B,lever_training,465.0,1
2,NOEXT3B,lever_training,495.0,1
2,NOEXT3B,lever_training,525.0,1
2,NOEXT3B,lever_training,550.0,1
2,NOEXT3B,lever_training,570.0,1
2,NOEXT3B,lever_training,590.0,1
2,NOEXT3B,lever_training,620.0,1
2,NOEXT3B,lever_training,670.0,1
2,NOEXT3B,lever_training,715.0,1
2,NOEXT3B,lever_training,735.0,1
2,NOEXT3B,lever_training,760.0,1
2,NOEXT3B,lever_training,830.0,1
2,NOEXT3B,lever_training,845.0,2
2,NOEXT3B,lever_training,950.0,1
2,NOEXT3B,lever_training,960.0,1
2,NOEXT3B,lever_training,1095.0,1
2,NOEXT3B,lever_training,1110.0,1
2,NOEXT3B,lever_training,1190.0,1
2,NOEXT3B,lever_training,1225.0,2
2,NOEXT3B,lever_training,1350.0,1
2,NOEXT3B,lever_training,1380.0,1
2,NOEXT3B,lever_training,1420.0,1
2,NOEXT3B,lever_training,1425.0,1
2,NOEXT3B,lever_training,1560.0,1
2,NOEXT3B,lever_training,1585.0,1
2,NOEXT3B,lever_training,1705.0,1
2,NOEXT3B,lever_training,1730.0,1
2,NOEXT3B,lever_training,1845.0,1
2,NOEXT3B,lever_training,1880.0,1
2,NOEXT3B,lever_training,2020.0,1
2,NOEXT3B,lever_training,2055.0,1
2,NOEXT3B,lever_training,2145.0,1
2,NOEXT3B,lever_training,2275.0,1
2,NOEXT3B,lever_training,2395.0,1
2,NOEXT3B,renewal,0.0,1
2,NOEXT3B,retrieval,0.0,1
2,NOEXT3G,LTM2,0.0,1
2,NOEXT3G,extinction1,0.0,1
2,NOEXT3G,extinction1,810.0,1
2,NOEXT3G,extinction1,985.0,1
2,NOEXT3G,extinction1,1185.0,1
2,NOEXT3G,extinction1,1375.0,1
2,NOEXT3G,extinction2,0.0,1
2,NOEXT3G,extinction3,0.0,1
2,NOEXT3G,extinction3,285.0,1
2,NOEXT3G,extinction3,335.0,1
2,NOEXT3G,extinction3,565.0,1
2,NOEXT3G,extinction4,0.0,1
2,NOEXT3G,lever_training,0.0,2
2,NOEXT3G,lever_training,80.0,1
2,NOEXT3G,lever_training,185.0,1
2,NOEXT3G,lever_training,200.0,1
2,NOEXT3G,lever_training,300.0,2
2,NOEXT3G,lever_training,325.0,1
2,NOEXT3G,lever_training,345.0,1
2,NOEXT3G,lever_training,450.0,1
2,NOEXT3G,lever_training,485.0,1
2,NOEXT3G,lever_training,540.0,2
2,NOEXT3G,lever_training,610.0,1
2,NOEXT3G,lever_training,665.0,1
2,NOEXT3G,lever_training,685.0,1
2,NOEXT3G,lever_training,725.0,1
2,NOEXT3G,lever_training,805.0,1
2,NOEXT3G,lever_training,845.0,1
2,NOEXT3G,lever_training,950.0,1
2,NOEXT3G,lever_training,955.0,1
2,NOEXT3G,lever_training,990.0,1
2,NOEXT3G,lever_training,1075.0,1
2,NOEXT3G,lever_training,1115.0,1
2,NOEXT3G,lever_training,1155.0,1
2,NOEXT3G,lever_training,1210.0,1
2,NOEXT3G,lever_training,1270.0,1
2,NOEXT3G,lever_training,1345.0,1
2,NOEXT3G,lever_training,1370.0,1
2,NOEXT3G,lever_training,1450.0,1
2,NOEXT3G,lever_training,1495.0,1
2,NOEXT3G,lever_training,1525.0,1
2,NOEXT3G,lever_training,1630.0,1
2,NOEXT3G,lever_training,1665.0,1
2,NOEXT3G,lever_training,1755.0,1
2,NOEXT3G,lever_training,1760.0,1
2,NOEXT3G,lever_training,1855.0,1
2,NOEXT3G,lever_training,1880.0,1
2,NOEXT3G,lever_training,1940.0,1
2,NOEXT3G,lever_training,2015.0,1
2,NOEXT3G,lever_training,2025.0,1
2,NOEXT3G,lever_training,2105.0,1
2,NOEXT3G,lever_training,2170.0,1
2,NOEXT3G,lever_training,2225.0,1
2,NOEXT3G,lever_training,2295.0,2
2,NOEXT3G,lever_training,2350.0,1
2,NOEXT3G,renewal,0.0,1
2,NOEXT3G,retrieval,0.0,1
2,NOEXT3R,LTM2,0.0,1
2,NOEXT3R,LTM2,95.0,1
2,NOEXT3R,LTM2,205.0,1
2,NOEXT3R,extinction1,0.0,1
2,NOEXT3R,extinction1,170.0,1
2,NOEXT3R,extinction1,285.0,1
2,NOEXT3R,extinction1,405.0,1
2,NOEXT3R,extinction1,520.0,1
2,NOEXT3R,extinction1,595.0,1
2,NOEXT3R,extinction1,710.0,1
2,NOEXT3R,extinction1,780.0,1
2,NOEXT3R,extinction1,825.0,1
2,NOEXT3R,extinction1,905.0,1
2,NOEXT3R,extinction1,1010.0,1
2,NOEXT3R,extinction1,1115.0,1
2,NOEXT3R,extinction1,1235.0,1
2,NOEXT3R,extinction1,1300.0,1
2,NOEXT3R,extinction1,1425.0,1
2,NOEXT3R,extinction1,1505.0,1
2,NOEXT3R,extinction1,1550.0,1
2,NOEXT3R,extinction1,1655.0,1
2,NOEXT3R,extinction1,1680.0,1
2,NOEXT3R,extinction1,1705.0,1
2,NOEXT3R,extinction1,1820.0,1
2,NOEXT3R,extinction1,1920.0,1
2,NOEXT3R,extinction1,1995.0,1
2,NOEXT3R,extinction1,2090.0,1
2,NOEXT3R,extinction1,2195.0,1
2,NOEXT3R,extinction1,2325.0,1
2,NOEXT3R,extinction1,2435.0,1
2,NOEXT3R,extinction1,2545.0,1
2,NOEXT3R,extinction1,2665.0,1
2,NOEXT3R,extinction1,2805.0,1
2,NOEXT3R,extinction1,2930.0,1
2,NOEXT3R,extinction1,2985.0,1
2,NOEXT3R,extinction1,3105.0,1
2,NOEXT3R,extinction1,3225.0,1
2,NOEXT3R,extinction1,3380.0,1
2,NOEXT3R,extinction2,0.0,1
2,NOEXT3R,extinction2,465.0,1
2,NOEXT3R,extinction2,625.0,1
2,NOEXT3R,extinction2,680.0,1
2,NOEXT3R,extinction2,825.0,1
2,NOEXT3R,extinction2,940.0,1
2,NOEXT3R,extinction2,1000.0,1
2,NOEXT3R,extinction2,1110.0,1
2,NOEXT3R,extinction2,1155.0,1
2,NOEXT3R,extinction2,1190.0,1
2,NOEXT3R,extinction2,1310.0,1
2,NOEXT3R,extinction2,1450.0,1
2,NOEXT3R,extinction2,1565.0,1
2,NOEXT3R,extinction2,1590.0,1
2,NOEXT3R,extinction2,1705.0,1
2,NOEXT3R,extinction2,1820.0,1
2,NOEXT3R,extinction2,1905.0,1
2,NOEXT3R,extinction2,1945.0,1
2,NOEXT3R,extinction3,0.0,1
2,NOEXT3R,extinction3,115.0,1
2,NOEXT3R,extinction3,255.0,1
2,NOEXT3R,extinction3,370.0,1
2,NOEXT3R,extinction3,485.0,1
2,NOEXT3R,extinction3,605.0,1
2,NOEXT3R,extinction3,760.0,1
2,NOEXT3R,extinction3,910.0,1
2,NOEXT3R,extinction3,915.0,1
2,NOEXT3R,extinction3,1035.0,1
2,NOEXT3R,extinction3,1065.0,1
2,NOEXT3R,extinction3,1175.0,1
2,NOEXT3R,extinction3,1280.0,1
2,NOEXT3R,extinction3,1305.0,1
2,NOEXT3R,extinction3,1375.0,1
2,NOEXT3R,extinction3,1500.0,1
2,NOEXT3R,extinction3,1610.0,1
2,NOEXT3R,extinction3,1685.0,1
2,NOEXT3R,extinction3,1760.0,1
2,NOEXT3R,extinction3,1875.0,1
2,NOEXT3R,extinction3,1930.0,1
2,NOEXT3R,extinction4,0.0,1
2,NOEXT3R,extinction4,35.0,1
2,NOEXT3R,extinction4,150.0,1
2,NOEXT3R,extinction4,260.0,1
2,NOEXT3R,extinction4,330.0,1
2,NOEXT3R,extinction4,455.0,1
2,NOEXT3R,extinction4,550.0,1
2,NOEXT3R,extinction4,555.0,1
2,NOEXT3R,extinction4,650.0,1
2,NOEXT3R,extinction4,710.0,1
2,NOEXT3R,extinction4,805.0,1
2,NOEXT3R,extinction4,855.0,1
2,NOEXT3R,extinction4,880.0,1
2,NOEXT3R,extinction4,955.0,1
2,NOEXT3R,extinction4,1050.0,1
2,NOEXT3R,extinction4,1145.0,1
2,NOEXT3R,extinction4,1170.0,1
2,NOEXT3R,extinction4,1280.0,1
2,NOEXT3R,extinction4,1395.0,1
2,NOEXT3R,extinction4,1475.0,1
2,NOEXT3R,extinction4,1585.0,1
2,NOEXT3R,extinction4,1600.0,1
2,NOEXT3R,extinction4,1660.0,1
2,NOEXT3R,extinction4,1705.0,1
2,NOEXT3R,extinction4,1810.0,1
2,NOEXT3R,extinction4,1830.0,1
2,NOEXT3R,extinction4,1960.0,1
2,NOEXT3R,lever_training,0.0,2
2,NOEXT3R,lever_training,60.0,1
2,NOEXT3R,lever_training,105.0,1
2,NOEXT3R,lever_training,110.0,1
2,NOEXT3R,lever_training,120.0,1
2,NOEXT3R,lever_training,140.0,1
2,NOEXT3R,lever_training,165.0,1
2,NOEXT3R,lever_training,170.0,1
2,NOEXT3R,lever_training,175.0,1
2,NOEXT3R,lever_training,185.0,1
2,NOEXT3R,lever_training,210.0,1
2,NOEXT3R,lever_training,275.0,1
2,NOEXT3R,lever_training,280.0,1
2,NOEXT3R,lever_training,295.0,1
2,NOEXT3R,lever_training,365.0,1
2,NOEXT3R,lever_training,390.0,1
2,NOEXT3R,lever_training,410.0,1
2,NOEXT3R,lever_training,470.0,1
2,NOEXT3R,lever_training,485.0,1
2,NOEXT3R,lever_training,495.0,1
2,NOEXT3R,lever_training,580.0,1
2,NOEXT3R,lever_training,590.0,1
2,NOEXT3R,lever_training,600.0,1
2,NOEXT3R,lever_training,625.0,1
2,NOEXT3R,lever_training,670.0,1
2,NOEXT3R,lever_training,730.0,1
2,NOEXT3R,lever_training,740.0,1
2,NOEXT3R,lever_training,750.0,1
2,NOEXT3R,lever_training,815.0,1
2,NOEXT3R,lever_training,830.0,1
2,NOEXT3R,lever_training,895.0,1
2,NOEXT3R,lever_training,935.0,1
2,NOEXT3R,lever_training,995.0,1
2,NOEXT3R,lever_training,1045.0,2
2,NOEXT3R,lever_training,1160.0,1
2,NOEXT3R,lever_training,1165.0,1
2,NOEXT3R,lever_training,1180.0,1
2,NOEXT3R,lever_training,1250.0,1
2,NOEXT3R,lever_training,1255.0,1
2,NOEXT3R,lever_training,1325.0,1
2,NOEXT3R,lever_training,1380.0,1
2,NOEXT3R,lever_training,1415.0,2
2,NOEXT3R,lever_training,1455.0,1
2,NOEXT3R,lever_training,1515.0,1
2,NOEXT3R,lever_training,1595.0,1
2,NOEXT3R,lever_training,1635.0,1
2,NOEXT3R,lever_training,1725.0,1
2,NOEXT3R,lever_training,1730.0,1
2,NOEXT3R,lever_training,1750.0,1
2,NOEXT3R,lever_training,1760.0,1
2,NOEXT3R,lever_training,1845.0,1
2,NOEXT3R,lever_training,1870.0,1
2,NOEXT3R,lever_training,1885.0,1
2,NOEXT3R,lever_training,1915.0,1
2,NOEXT3R,lever_training,1965.0,1
2,NOEXT3R,lever_training,2000.0,1
2,NOEXT3R,lever_training,2010.0,1
2,NOEXT3R,lever_training,2055.0,1
2,NOEXT3R,lever_training,2105.0,1
2,NOEXT3R,lever_training,2155.0,1
2,NOEXT3R,lever_training,2200.0,1
2,NOEXT3R,lever_training,2260.0,1
2,NOEXT3R,lever_training,2310.0,1
2,NOEXT3R,lever_training,2340.0,1
2,NOEXT3R,lever_training,2370.0,1
2,NOEXT3R,lever_training,2390.0,1
2,NOEXT3R,renewal,0.0,1
2,NOEXT3R,renewal,90.0,1
2,NOEXT3R,renewal,195.0,1
2,NOEXT3R,renewal,230.0,1
2,NOEXT3R,retrieval,0.0,1
2,NOEXT3R,retrieval,175.0,1
2,NOEXT3R,retrieval,295.0,1
