study,subject_id,session_name,time_bin_start_s,freezing_pct_5s
1a,XIN1B,contextual_test,0.0,78.67
1a,XIN1B,contextual_test,5.0,41.33
1a,XIN1B,contextual_test,10.0,64.0
1a,XIN1B,contextual_test,15.0,26.32
1a,XIN1B,contextual_test,20.0,36.23
1a,XIN1B,contextual_test,25.0,10.53
1a,XIN1B,contextual_test,30.0,28.38
1a,XIN1B,contextual_test,35.0,24.32
1a,XIN1B,contextual_test,40.0,48.68
1a,XIN1B,contextual_test,45.0,0.0
1a,XIN1B,contextual_test,50.0,51.32
1a,XIN1B,contextual_test,55.0,90.79
1a,XIN1B,contextual_test,60.0,89.33
1a,XIN1B,contextual_test,65.0,100.0
1a,XIN1B,contextual_test,70.0,94.67
1a,XIN1B,contextual_test,75.0,78.95
1a,XIN1B,contextual_test,80.0,92.11
1a,XIN1B,contextual_test,85.0,27.63
1a,XIN1B,contextual_test,90.0,52.63
1a,XIN1B,contextual_test,95.0,8.33
1a,XIN1B,contextual_test,100.0,12.0
1a,XIN1B,contextual_test,105.0,45.33
1a,XIN1B,contextual_test,110.0,34.21
1a,XIN1B,contextual_test,115.0,47.37
1a,XIN1B,contextual_test,120.0,34.67
1a,XIN1B,contextual_test,125.0,52.0
1a,XIN1B,contextual_test,130.0,13.33
1a,XIN1B,contextual_test,135.0,30.67
1a,XIN1B,contextual_test,140.0,54.67
1a,XIN1B,contextual_test,145.0,56.16
1a,XIN1B,contextual_test,150.0,27.78
1a,XIN1B,contextual_test,155.0,72.6
1a,XIN1B,contextual_test,160.0,46.05
1a,XIN1B,contextual_test,165.0,48.65
1a,XIN1B,contextual_test,170.0,58.67
1a,XIN1B,contextual_test,175.0,60.81
1a,XIN1B,cue_test,0.0,9.21
1a,XIN1B,cue_test,5.0,17.11
1a,XIN1B,cue_test,10.0,0.0
1a,XIN1B,cue_test,15.0,5.26
1a,XIN1B,cue_test,20.0,0.0
1a,XIN1B,cue_test,25.0,5.41
1a,XIN1B,cue_test,30.0,13.33
1a,XIN1B,cue_test,35.0,0.0
1a,XIN1B,cue_test,40.0,15.07
1a,XIN1B,cue_test,45.0,0.0
1a,XIN1B,cue_test,50.0,0.0
1a,XIN1B,cue_test,55.0,24.32
1a,XIN1B,cue_test,60.0,0.0
1a,XIN1B,cue_test,65.0,0.0
1a,XIN1B,cue_test,70.0,6.67
1a,XIN1B,cue_test,75.0,0.0
1a,XIN1B,cue_test,80.0,0.0
1a,XIN1B,cue_test,85.0,0.0
1a,XIN1B,cue_test,90.0,5.63
1a,XIN1B,cue_test,95.0,0.0
1a,XIN1B,cue_test,100.0,5.33
1a,XIN1B,cue_test,105.0,12.5
1a,XIN1B,cue_test,110.0,14.67
1a,XIN1B,cue_test,115.0,0.0
1a,XIN1B,cue_test,120.0,10.96
1a,XIN1B,cue_test,125.0,23.29
1a,XIN1B,cue_test,130.0,10.53
1a,XIN1B,cue_test,135.0,0.0
1a,XIN1B,cue_test,140.0,0.0
1a,XIN1B,cue_test,145.0,0.0
1a,XIN1B,cue_test,150.0,0.0
1a,XIN1B,cue_test,155.0,14.86
1a,XIN1B,cue_test,160.0,0.0
1a,XIN1B,cue_test,165.0,8.11
1a,XIN1B,cue_test,170.0,18.92
1a,XIN1B,cue_test,175.0,0.0
1a,XIN1B,cue_test,180.0,0.0
1a,XIN1B,cue_test,185.0,0.0
1a,XIN1B,cue_test,190.0,0.0
1a,XIN1B,cue_test,195.0,10.81
1a,XIN1B,cue_test,200.0,32.88
1a,XIN1B,cue_test,205.0,94.67
1a,XIN1B,cue_test,210.0,67.12
1a,XIN1B,cue_test,215.0,48.65
1a,XIN1B,cue_test,220.0,64.47
1a,XIN1B,cue_test,225.0,92.0
1a,XIN1B,cue_test,230.0,100.0
1a,XIN1B,cue_test,235.0,100.0
1a,XIN1B,cue_test,240.0,100.0
1a,XIN1B,cue_test,245.0,100.0
1a,XIN1B,cue_test,250.0,100.0
1a,XIN1B,cue_test,255.0,100.0
1a,XIN1B,cue_test,260.0,100.0
1a,XIN1B,cue_test,265.0,85.33
1a,XIN1B,cue_test,270.0,100.0
1a,XIN1B,cue_test,275.0,100.0
1a,XIN1B,cue_test,280.0,100.0
1a,XIN1B,cue_test,285.0,29.33
1a,XIN1B,cue_test,290.0,27.03
1a,XIN1B,cue_test,295.0,73.68
1a,XIN1B,cue_test,300.0,91.89
1a,XIN1B,cue_test,305.0,95.89
1a,XIN1B,cue_test,310.0,32.0
1a,XIN1B,cue_test,315.0,9.33
1a,XIN1B,cue_test,320.0,95.95
1a,XIN1B,cue_test,325.0,100.0
1a,XIN1B,cue_test,330.0,86.3
1a,XIN1B,cue_test,335.0,100.0
1a,XIN1B,cue_test,340.0,40.0
1a,XIN1B,cue_test,345.0,0.0
1a,XIN1B,cue_test,350.0,50.68
1a,XIN1B,cue_test,355.0,100.0
1a,XIN1B,cue_test,360.0,61.97
1a,XIN1B,cue_test,365.0,56.94
1a,XIN1B,cue_test,370.0,80.56
1a,XIN1B,cue_test,375.0,88.73
1a,XIN1B,cue_test,380.0,100.0
1a,XIN1B,cue_test,385.0,100.0
1a,XIN1B,cue_test,390.0,100.0
1a,XIN1B,cue_test,395.0,100.0
1a,XIN1B,cue_test,400.0,100.0
1a,XIN1B,cue_test,405.0,100.0
1a,XIN1B,cue_test,410.0,100.0
1a,XIN1B,cue_test,415.0,100.0
1a,XIN1B,cue_test,420.0,100.0
1a,XIN1B,cue_test,425.0,100.0
1a,XIN1B,cue_test,430.0,100.0
1a,XIN1B,cue_test,435.0,83.78
1a,XIN1B,cue_test,440.0,100.0
1a,XIN1B,cue_test,445.0,100.0
1a,XIN1B,cue_test,450.0,100.0
1a,XIN1B,cue_test,455.0,100.0
1a,XIN1B,cue_test,460.0,100.0
1a,XIN1B,cue_test,465.0,100.0
1a,XIN1B,cue_test,470.0,100.0
1a,XIN1B,cue_test,475.0,100.0
1a,XIN1B,cue_test,480.0,100.0
1a,XIN1B,cue_test,485.0,100.0
1a,XIN1B,cue_test,490.0,100.0
1a,XIN1B,cue_test,495.0,100.0
1a,XIN1B,cue_test,500.0,100.0
1a,XIN1B,cue_test,505.0,100.0
1a,XIN1B,cue_test,510.0,100.0
1a,XIN1B,cue_test,515.0,100.0
1a,XIN1B,cue_test,520.0,100.0
1a,XIN1B,cue_test,525.0,100.0
1a,XIN1B,cue_test,530.0,100.0
1a,XIN1B,cue_test,535.0,96.0
1a,XIN1B,generalization_5k,0.0,52.63
1a,XIN1B,generalization_5k,5.0,17.33
1a,XIN1B,generalization_5k,10.0,17.33
1a,XIN1B,generalization_5k,15.0,16.0
1a,XIN1B,generalization_5k,20.0,26.67
1a,XIN1B,generalization_5k,25.0,5.26
1a,XIN1B,generalization_5k,30.0,29.73
1a,XIN1B,generalization_5k,35.0,13.51
1a,XIN1B,generalization_5k,40.0,14.86
1a,XIN1B,generalization_5k,45.0,59.21
1a,XIN1B,generalization_5k,50.0,14.86
1a,XIN1B,generalization_5k,55.0,30.14
1a,XIN1B,generalization_5k,60.0,68.0
1a,XIN1B,generalization_5k,65.0,0.0
1a,XIN1B,generalization_5k,70.0,7.04
1a,XIN1B,generalization_5k,75.0,0.0
1a,XIN1B,generalization_5k,80.0,10.81
1a,XIN1B,generalization_5k,85.0,6.85
1a,XIN1B,generalization_5k,90.0,8.11
1a,XIN1B,generalization_5k,95.0,13.33
1a,XIN1B,generalization_5k,100.0,30.14
1a,XIN1B,generalization_5k,105.0,28.77
1a,XIN1B,generalization_5k,110.0,17.57
1a,XIN1B,generalization_5k,115.0,34.67
1a,XIN1B,generalization_5k,120.0,45.95
1a,XIN1B,generalization_5k,125.0,85.33
1a,XIN1B,generalization_5k,130.0,94.44
1a,XIN1B,generalization_5k,135.0,8.11
1a,XIN1B,generalization_5k,140.0,52.05
1a,XIN1B,generalization_5k,145.0,67.12
1a,XIN1B,generalization_5k,150.0,66.22
1a,XIN1B,generalization_5k,155.0,29.17
1a,XIN1B,generalization_5k,160.0,54.79
1a,XIN1B,generalization_5k,165.0,16.44
1a,XIN1B,generalization_5k,170.0,48.65
1a,XIN1B,generalization_5k,175.0,8.33
1a,XIN1B,generalization_5k,180.0,44.44
1a,XIN1B,generalization_5k,185.0,62.5
1a,XIN1B,generalization_5k,190.0,61.97
1a,XIN1B,generalization_5k,195.0,58.9
1a,XIN1B,generalization_5k,200.0,76.71
1a,XIN1B,generalization_5k,205.0,80.56
1a,XIN1B,generalization_5k,210.0,77.33
1a,XIN1B,generalization_5k,215.0,100.0
1a,XIN1B,generalization_5k,220.0,64.86
1a,XIN1B,generalization_5k,225.0,100.0
1a,XIN1B,generalization_5k,230.0,96.0
1a,XIN1B,generalization_5k,235.0,100.0
1a,XIN1B,generalization_5k,240.0,56.16
1a,XIN1B,generalization_5k,245.0,57.33
1a,XIN1B,generalization_5k,250.0,60.0
1a,XIN1B,generalization_5k,255.0,76.39
1a,XIN1B,generalization_5k,260.0,63.51
1a,XIN1B,generalization_5k,265.0,18.31
1a,XIN1B,generalization_5k,270.0,10.67
1a,XIN1B,generalization_5k,275.0,14.29
1a,XIN1B,generalization_5k,280.0,5.26
1a,XIN1B,generalization_5k,285.0,12.0
1a,XIN1B,generalization_5k,290.0,6.94
1a,XIN1B,generalization_5k,295.0,23.29
1a,XIN1B,generalization_5k,300.0,6.94
1a,XIN1B,generalization_5k,305.0,60.81
1a,XIN1B,generalization_5k,310.0,27.4
1a,XIN1B,generalization_5k,315.0,14.86
1a,XIN1B,generalization_5k,320.0,19.18
1a,XIN1B,generalization_5k,325.0,0.0
1a,XIN1B,generalization_5k,330.0,22.97
1a,XIN1B,generalization_5k,335.0,6.85
1a,XIN1B,generalization_5k,340.0,50.0
1a,XIN1B,generalization_5k,345.0,34.25
1a,XIN1B,generalization_5k,350.0,39.73
1a,XIN1B,generalization_5k,355.0,36.0
1a,XIN1B,generalization_5k,360.0,46.67
1a,XIN1B,generalization_5k,365.0,19.72
1a,XIN1B,generalization_5k,370.0,17.57
1a,XIN1B,generalization_5k,375.0,40.0
1a,XIN1B,generalization_5k,380.0,34.21
1a,XIN1B,generalization_5k,385.0,23.29
1a,XIN1B,generalization_5k,390.0,41.89
1a,XIN1B,generalization_5k,395.0,67.57
1a,XIN1B,generalization_5k,400.0,61.33
1a,XIN1B,generalization_5k,405.0,52.7
1a,XIN1B,generalization_5k,410.0,0.0
1a,XIN1B,generalization_5k,415.0,25.0
1a,XIN1B,generalization_5k,420.0,46.67
1a,XIN1B,generalization_5k,425.0,54.05
1a,XIN1B,generalization_5k,430.0,43.42
1a,XIN1B,generalization_5k,435.0,60.56
1a,XIN1B,generalization_5k,440.0,89.33
1a,XIN1B,generalization_5k,445.0,66.67
1a,XIN1B,generalization_5k,450.0,63.51
1a,XIN1B,generalization_5k,455.0,26.67
1a,XIN1B,generalization_5k,460.0,51.35
1a,XIN1B,generalization_5k,465.0,21.62
1a,XIN1B,generalization_5k,470.0,6.85
1a,XIN1B,generalization_5k,475.0,47.95
1a,XIN1B,generalization_5k,480.0,5.48
1a,XIN1B,generalization_5k,485.0,8.22
1a,XIN1B,generalization_5k,490.0,44.0
1a,XIN1B,generalization_5k,495.0,22.97
1a,XIN1B,generalization_5k,500.0,36.62
1a,XIN1B,generalization_5k,505.0,71.62
1a,XIN1B,generalization_5k,510.0,21.33
1a,XIN1B,generalization_5k,515.0,84.93
1a,XIN1B,generalization_5k,520.0,22.97
1a,XIN1B,generalization_5k,525.0,0.0
1a,XIN1B,generalization_5k,530.0,20.0
1a,XIN1B,generalization_5k,535.0,6.85
1a,XIN1B,generalization_7k,0.0,0.0
1a,XIN1B,generalization_7k,5.0,59.21
1a,XIN1B,generalization_7k,10.0,14.47
1a,XIN1B,generalization_7k,15.0,60.0
1a,XIN1B,generalization_7k,20.0,17.57
1a,XIN1B,generalization_7k,25.0,48.0
1a,XIN1B,generalization_7k,30.0,31.58
1a,XIN1B,generalization_7k,35.0,22.67
1a,XIN1B,generalization_7k,40.0,54.67
1a,XIN1B,generalization_7k,45.0,67.11
1a,XIN1B,generalization_7k,50.0,71.05
1a,XIN1B,generalization_7k,55.0,46.05
1a,XIN1B,generalization_7k,60.0,13.33
1a,XIN1B,generalization_7k,65.0,18.67
1a,XIN1B,generalization_7k,70.0,38.67
1a,XIN1B,generalization_7k,75.0,0.0
1a,XIN1B,generalization_7k,80.0,5.33
1a,XIN1B,generalization_7k,85.0,50.0
1a,XIN1B,generalization_7k,90.0,0.0
1a,XIN1B,generalization_7k,95.0,47.37
1a,XIN1B,generalization_7k,100.0,46.05
1a,XIN1B,generalization_7k,105.0,23.29
1a,XIN1B,generalization_7k,110.0,0.0
1a,XIN1B,generalization_7k,115.0,10.67
1a,XIN1B,generalization_7k,120.0,0.0
1a,XIN1B,generalization_7k,125.0,29.33
1a,XIN1B,generalization_7k,130.0,47.3
1a,XIN1B,generalization_7k,135.0,5.33
1a,XIN1B,generalization_7k,140.0,12.0
1a,XIN1B,generalization_7k,145.0,22.67
1a,XIN1B,generalization_7k,150.0,12.0
1a,XIN1B,generalization_7k,155.0,0.0
1a,XIN1B,generalization_7k,160.0,76.32
1a,XIN1B,generalization_7k,165.0,43.24
1a,XIN1B,generalization_7k,170.0,28.38
1a,XIN1B,generalization_7k,175.0,18.67
1a,XIN1B,generalization_7k,180.0,28.0
1a,XIN1B,generalization_7k,185.0,16.0
1a,XIN1B,generalization_7k,190.0,21.05
1a,XIN1B,generalization_7k,195.0,30.56
1a,XIN1B,generalization_7k,200.0,12.16
1a,XIN1B,generalization_7k,205.0,35.14
1a,XIN1B,generalization_7k,210.0,14.67
1a,XIN1B,generalization_7k,215.0,18.42
1a,XIN1B,generalization_7k,220.0,41.89
1a,XIN1B,generalization_7k,225.0,27.63
1a,XIN1B,generalization_7k,230.0,20.0
1a,XIN1B,generalization_7k,235.0,78.67
1a,XIN1B,generalization_7k,240.0,22.67
1a,XIN1B,generalization_7k,245.0,70.67
1a,XIN1B,generalization_7k,250.0,80.26
1a,XIN1B,generalization_7k,255.0,6.67
1a,XIN1B,generalization_7k,260.0,13.51
1a,XIN1B,generalization_7k,265.0,35.53
1a,XIN1B,generalization_7k,270.0,14.67
1a,XIN1B,generalization_7k,275.0,9.46
1a,XIN1B,generalization_7k,280.0,59.46
1a,XIN1B,generalization_7k,285.0,70.67
1a,XIN1B,generalization_7k,290.0,25.33
1a,XIN1B,generalization_7k,295.0,15.79
1a,XIN1B,generalization_7k,300.0,28.0
1a,XIN1B,generalization_7k,305.0,4.05
1a,XIN1B,generalization_7k,310.0,8.0
1a,XIN1B,generalization_7k,315.0,7.89
1a,XIN1B,generalization_7k,320.0,27.03
1a,XIN1B,generalization_7k,325.0,14.86
1a,XIN1B,generalization_7k,330.0,25.0
1a,XIN1B,generalization_7k,335.0,0.0
1a,XIN1B,generalization_7k,340.0,0.0
1a,XIN1B,generalization_7k,345.0,18.42
1a,XIN1B,generalization_7k,350.0,37.5
1a,XIN1B,generalization_7k,355.0,4.0
1a,XIN1B,generalization_7k,360.0,12.16
1a,XIN1B,generalization_7k,365.0,0.0
1a,XIN1B,generalization_7k,370.0,0.0
1a,XIN1B,generalization_7k,375.0,28.0
1a,XIN1B,generalization_7k,380.0,56.58
1a,XIN1B,generalization_7k,385.0,50.0
1a,XIN1B,generalization_7k,390.0,52.0
1a,XIN1B,generalization_7k,395.0,56.0
1a,XIN1B,generalization_7k,400.0,84.0
1a,XIN1B,generalization_7k,405.0,98.67
1a,XIN1B,generalization_7k,410.0,98.68
1a,XIN1B,generalization_7k,415.0,80.0
1a,XIN1B,generalization_7k,420.0,65.33
1a,XIN1B,generalization_7k,425.0,35.53
1a,XIN1B,generalization_7k,430.0,5.41
1a,XIN1B,generalization_7k,435.0,38.67
1a,XIN1B,generalization_7k,440.0,44.59
1a,XIN1B,generalization_7k,445.0,90.67
1a,XIN1B,generalization_7k,450.0,33.33
1a,XIN1B,generalization_7k,455.0,28.0
1a,XIN1B,generalization_7k,460.0,0.0
1a,XIN1B,generalization_7k,465.0,32.0
1a,XIN1B,generalization_7k,470.0,25.33
1a,XIN1B,generalization_7k,475.0,72.0
1a,XIN1B,generalization_7k,480.0,68.92
1a,XIN1B,generalization_7k,485.0,46.67
1a,XIN1B,generalization_7k,490.0,68.92
1a,XIN1B,generalization_7k,495.0,100.0
1a,XIN1B,generalization_7k,500.0,98.67
1a,XIN1B,generalization_7k,505.0,52.0
1a,XIN1B,generalization_7k,510.0,2.63
1a,XIN1B,generalization_7k,515.0,50.0
1a,XIN1B,generalization_7k,520.0,86.67
1a,XIN1B,generalization_7k,525.0,85.14
1a,XIN1B,generalization_7k,530.0,93.33
1a,XIN1B,generalization_7k,535.0,100.0
1a,XIN1B,learning,0.0,25.0
1a,XIN1B,learning,5.0,32.89
1a,XIN1B,learning,10.0,40.79
1a,XIN1B,learning,15.0,21.05
1a,XIN1B,learning,20.0,42.67
1a,XIN1B,learning,25.0,83.56
1a,XIN1B,learning,30.0,86.84
1a,XIN1B,learning,35.0,100.0
1a,XIN1B,learning,40.0,87.67
1a,XIN1B,learning,45.0,89.04
1a,XIN1B,learning,50.0,78.95
1a,XIN1B,learning,55.0,91.78
1a,XIN1B,learning,60.0,35.53
1a,XIN1B,learning,65.0,93.33
1a,XIN1B,learning,70.0,13.51
1a,XIN1B,learning,75.0,26.03
1a,XIN1B,learning,80.0,20.0
1a,XIN1B,learning,85.0,94.44
1a,XIN1B,learning,90.0,55.41
1a,XIN1B,learning,95.0,1.33
1a,XIN1B,learning,100.0,12.16
1a,XIN1B,learning,105.0,50.67
1a,XIN1B,learning,110.0,60.81
1a,XIN1B,learning,115.0,57.33
1a,XIN1B,learning,120.0,89.19
1a,XIN1B,learning,125.0,54.05
1a,XIN1B,learning,130.0,43.24
1a,XIN1B,learning,135.0,24.66
1a,XIN1B,learning,140.0,64.0
1a,XIN1B,learning,145.0,44.0
1a,XIN1B,learning,150.0,50.0
1a,XIN1B,learning,155.0,31.58
1a,XIN1B,learning,160.0,37.33
1a,XIN1B,learning,165.0,27.4
1a,XIN1B,learning,170.0,97.26
1a,XIN1B,learning,175.0,96.0
1a,XIN1B,learning,180.0,97.37
1a,XIN1B,learning,185.0,74.67
1a,XIN1B,learning,190.0,18.42
1a,XIN1B,learning,195.0,93.42
1a,XIN1B,learning,200.0,60.0
1a,XIN1B,learning,205.0,72.6
1a,XIN1B,learning,210.0,36.49
1a,XIN1B,learning,215.0,43.24
1a,XIN1B,learning,220.0,16.44
1a,XIN1B,learning,225.0,54.05
1a,XIN1B,learning,230.0,36.49
1a,XIN1B,learning,235.0,61.33
1a,XIN1B,learning,240.0,58.67
1a,XIN1B,learning,245.0,22.37
1a,XIN1B,learning,250.0,26.76
1a,XIN1B,learning,255.0,65.79
1a,XIN1B,learning,260.0,67.57
1a,XIN1B,learning,265.0,56.16
1a,XIN1B,learning,270.0,28.95
1a,XIN1B,learning,275.0,19.18
1a,XIN1B,learning,280.0,70.27
1a,XIN1B,learning,285.0,84.0
1a,XIN1B,learning,290.0,30.26
1a,XIN1B,learning,295.0,37.33
1a,XIN1B,learning,300.0,26.39
1a,XIN1B,learning,305.0,37.33
1a,XIN1B,learning,310.0,50.67
1a,XIN1B,learning,315.0,26.32
1a,XIN1B,learning,320.0,24.32
1a,XIN1B,learning,325.0,39.73
1a,XIN1B,learning,330.0,46.67
1a,XIN1B,learning,335.0,56.0
1a,XIN1B,learning,340.0,48.65
1a,XIN1B,learning,345.0,93.42
1a,XIN1B,learning,350.0,42.67
1a,XIN1B,learning,355.0,81.33
1a,XIN1B,learning,360.0,50.68
1a,XIN1B,learning,365.0,77.33
1a,XIN1B,learning,370.0,95.77
1a,XIN1B,learning,375.0,100.0
1a,XIN1B,learning,380.0,89.19
1a,XIN1B,learning,385.0,92.0
1a,XIN1B,learning,390.0,100.0
1a,XIN1B,learning,395.0,22.97
1a,XIN1B,learning,400.0,36.49
1a,XIN1B,learning,405.0,76.0
1a,XIN1B,learning,410.0,85.14
1a,XIN1B,learning,415.0,14.86
1a,XIN1B,learning,420.0,0.0
1a,XIN1B,learning,425.0,5.26
1a,XIN1B,learning,430.0,0.0
1a,XIN1B,learning,435.0,14.67
1a,XIN1B,learning,440.0,53.33
1a,XIN1B,learning,445.0,43.42
1a,XIN1B,learning,450.0,2.63
1a,XIN1B,learning,455.0,50.67
1a,XIN1B,learning,460.0,84.0
1a,XIN1B,learning,465.0,62.67
1a,XIN1B,learning,470.0,42.11
1a,XIN1B,learning,475.0,59.21
1a,XIN1B,learning,480.0,39.19
1a,XIN1B,learning,485.0,5.41
1a,XIN1B,learning,490.0,25.0
1a,XIN1B,learning,495.0,100.0
1a,XIN1B,learning,500.0,73.33
1a,XIN1B,learning,505.0,34.67
1a,XIN1B,learning,510.0,20.55
1a,XIN1B,learning,515.0,36.49
1a,XIN1B,learning,520.0,80.82
1a,XIN1B,learning,525.0,60.53
1a,XIN1B,learning,530.0,28.38
1a,XIN1B,learning,535.0,64.0
1a,XIN1B,learning,540.0,82.43
1a,XIN1B,learning,545.0,87.5
1a,XIN1B,learning,550.0,29.33
1a,XIN1B,learning,555.0,7.89
1a,XIN1B,learning,560.0,28.77
1a,XIN1B,learning,565.0,82.19
1a,XIN1B,learning,570.0,78.38
1a,XIN1B,learning,575.0,100.0
1a,XIN1B,learning,580.0,98.68
1a,XIN1B,learning,585.0,100.0
1a,XIN1B,learning,590.0,100.0
1a,XIN1B,learning,595.0,100.0
1a,XIN1B,learning,600.0,63.16
1a,XIN1B,learning,605.0,41.67
1a,XIN1B,learning,610.0,27.03
1a,XIN1B,learning,615.0,43.84
1a,XIN1B,learning,620.0,68.92
1a,XIN1B,learning,625.0,68.06
1a,XIN1B,learning,630.0,58.67
1a,XIN1B,learning,635.0,21.33
1a,XIN1B,learning,640.0,98.61
1a,XIN1B,learning,645.0,26.03
1a,XIN1B,learning,650.0,22.54
1a,XIN1B,learning,655.0,42.67
1a,XIN1B,learning,660.0,50.0
1a,XIN1B,learning,665.0,89.33
1a,XIN1B,learning,670.0,36.49
1a,XIN1B,learning,675.0,0.0
1a,XIN1B,learning,680.0,24.0
1a,XIN1B,learning,685.0,41.89
1a,XIN1B,learning,690.0,66.67
1a,XIN1B,learning,695.0,31.08
1a,XIN1B,learning,700.0,21.92
1a,XIN1B,learning,705.0,74.32
1a,XIN1B,learning,710.0,41.89
1a,XIN1B,learning,715.0,35.62
1a,XIN1B,learning,720.0,13.7
1a,XIN1B,learning,725.0,32.88
1a,XIN1B,learning,730.0,67.12
1a,XIN1B,learning,735.0,51.39
1a,XIN1B,learning,740.0,27.4
1a,XIN1B,learning,745.0,41.89
1a,XIN1B,learning,750.0,41.43
1a,XIN1B,learning,755.0,57.89
1a,XIN1B,learning,760.0,85.14
1a,XIN1B,learning,765.0,60.0
1a,XIN1B,learning,770.0,45.21
1a,XIN1B,learning,775.0,11.84
1a,XIN1B,learning,780.0,17.57
1a,XIN1B,learning,785.0,77.03
1a,XIN1B,learning,790.0,21.33
1a,XIN1B,learning,795.0,37.33
1a,XIN1B,learning,800.0,14.67
1a,XIN1B,learning,805.0,56.94
1a,XIN1B,learning,810.0,73.33
1a,XIN1B,learning,815.0,22.67
1a,XIN1B,learning,820.0,33.33
1a,XIN1B,learning,825.0,51.35
1a,XIN1B,learning,830.0,75.0
1a,XIN1B,learning,835.0,74.67
1a,XIN1B,learning,840.0,52.05
1a,XIN1B,learning,845.0,79.45
1a,XIN1B,learning,850.0,100.0
1a,XIN1B,learning,855.0,72.37
1a,XIN1B,learning,860.0,73.61
1a,XIN1B,learning,865.0,58.9
1a,XIN1B,learning,870.0,33.33
1a,XIN1B,learning,875.0,44.0
1a,XIN1B,learning,880.0,66.67
1a,XIN1B,learning,885.0,66.2
1a,XIN1B,learning,890.0,79.73
1a,XIN1B,learning,895.0,39.19
1a,XIN1B,learning,900.0,63.89
1a,XIN1B,learning,905.0,19.74
1a,XIN1B,learning,910.0,58.9
1a,XIN1B,learning,915.0,41.33
1a,XIN1B,learning,920.0,90.67
1a,XIN1B,learning,925.0,84.93
1a,XIN1B,learning,930.0,64.86
1a,XIN1B,learning,935.0,68.49
1a,XIN1B,learning,940.0,52.7
1a,XIN1B,learning,945.0,25.33
1a,XIN1B,learning,950.0,58.9
1a,XIN1B,learning,955.0,42.03
1a,XIN1B,learning,960.0,31.08
1a,XIN1B,learning,965.0,72.46
1a,XIN1B,learning,970.0,75.0
1a,XIN1B,learning,975.0,58.21
1a,XIN1B,learning,980.0,22.97
1a,XIN1B,learning,985.0,17.11
1a,XIN1B,learning,990.0,54.05
1a,XIN1B,learning,995.0,33.33
1a,XIN1B,learning,1000.0,26.32
1a,XIN1B,learning,1005.0,40.0
1a,XIN1B,learning,1010.0,24.66
1a,XIN1B,learning,1015.0,13.33
1a,XIN1B,learning,1020.0,8.0
1a,XIN1B,learning,1025.0,17.11
1a,XIN1B,learning,1030.0,5.41
1a,XIN1B,learning,1035.0,24.32
1a,XIN1B,learning,1040.0,28.95
1a,XIN1B,learning,1045.0,28.95
1a,XIN1B,learning,1050.0,30.26
1a,XIN1B,learning,1055.0,35.14
1a,XIN1B,learning,1060.0,38.16
1a,XIN1B,learning,1065.0,41.33
1a,XIN1B,learning,1070.0,16.22
1a,XIN1B,learning,1075.0,48.65
1a,XIN1B,learning,1080.0,40.0
1a,XIN1B,learning,1085.0,93.33
1a,XIN1B,learning,1090.0,94.67
1a,XIN1B,learning,1095.0,54.67
1a,XIN1B,learning,1100.0,65.33
1a,XIN1B,learning,1105.0,83.1
1a,XIN1B,learning,1110.0,66.67
1a,XIN1B,learning,1115.0,51.32
1a,XIN1B,learning,1120.0,45.21
1a,XIN1B,learning,1125.0,50.0
1a,XIN1B,learning,1130.0,40.0
1a,XIN1B,learning,1135.0,25.33
1a,XIN1G,contextual_test,0.0,11.84
1a,XIN1G,contextual_test,5.0,28.95
1a,XIN1G,contextual_test,10.0,9.33
1a,XIN1G,contextual_test,15.0,20.0
1a,XIN1G,contextual_test,20.0,16.22
1a,XIN1G,contextual_test,25.0,0.0
1a,XIN1G,contextual_test,30.0,0.0
1a,XIN1G,contextual_test,35.0,6.67
1a,XIN1G,contextual_test,40.0,0.0
1a,XIN1G,contextual_test,45.0,21.05
1a,XIN1G,contextual_test,50.0,44.0
1a,XIN1G,contextual_test,55.0,58.67
1a,XIN1G,contextual_test,60.0,21.05
1a,XIN1G,contextual_test,65.0,6.67
1a,XIN1G,contextual_test,70.0,24.0
1a,XIN1G,contextual_test,75.0,0.0
1a,XIN1G,contextual_test,80.0,35.53
1a,XIN1G,contextual_test,85.0,28.0
1a,XIN1G,contextual_test,90.0,10.67
1a,XIN1G,contextual_test,95.0,37.84
1a,XIN1G,contextual_test,100.0,10.53
1a,XIN1G,contextual_test,105.0,18.67
1a,XIN1G,contextual_test,110.0,14.47
1a,XIN1G,contextual_test,115.0,14.47
1a,XIN1G,contextual_test,120.0,44.74
1a,XIN1G,contextual_test,125.0,0.0
1a,XIN1G,contextual_test,130.0,20.55
1a,XIN1G,contextual_test,135.0,73.33
1a,XIN1G,contextual_test,140.0,14.86
1a,XIN1G,contextual_test,145.0,24.0
1a,XIN1G,contextual_test,150.0,53.33
1a,XIN1G,contextual_test,155.0,13.16
1a,XIN1G,contextual_test,160.0,21.62
1a,XIN1G,contextual_test,165.0,31.51
1a,XIN1G,contextual_test,170.0,24.0
1a,XIN1G,contextual_test,175.0,23.29
1a,XIN1G,cue_test,0.0,17.81
1a,XIN1G,cue_test,5.0,21.05
1a,XIN1G,cue_test,10.0,0.0
1a,XIN1G,cue_test,15.0,0.0
1a,XIN1G,cue_test,20.0,0.0
1a,XIN1G,cue_test,25.0,0.0
1a,XIN1G,cue_test,30.0,14.86
