study,subject_id,session_name,time_bin_start_s,usv22_call_count_5s,usv50_call_count_5s
1b,XIN4G,retest_contextual,150.0,0,3
1b,XIN4G,retest_contextual,165.0,0,1
1b,XIN4G,retest_contextual,170.0,0,1
1b,XIN4G,retest_contextual,175.0,0,1
1b,XIN4G,retest_contextual,180.0,0,2
1b,XIN4G,retest_cue,0.0,0,4
1b,XIN4G,retest_cue,5.0,0,3
1b,XIN4G,retest_cue,10.0,0,8
1b,XIN4G,retest_cue,15.0,0,1
1b,XIN4G,retest_cue,20.0,0,3
1b,XIN4G,retest_cue,25.0,0,3
1b,XIN4G,retest_cue,30.0,0,1
1b,XIN4G,retest_cue,35.0,0,2
1b,XIN4G,retest_cue,40.0,0,3
1b,XIN4G,retest_cue,45.0,0,3
1b,XIN4G,retest_cue,50.0,0,1
1b,XIN4G,retest_cue,55.0,0,1
1b,XIN4G,retest_cue,60.0,0,3
1b,XIN4G,retest_cue,65.0,0,1
1b,XIN4G,retest_cue,75.0,0,1
1b,XIN4G,retest_cue,80.0,0,2
1b,XIN4G,retest_cue,85.0,0,1
1b,XIN4G,retest_cue,95.0,0,1
1b,XIN4G,retest_cue,100.0,0,3
1b,XIN4G,retest_cue,105.0,0,5
1b,XIN4G,retest_cue,110.0,0,1
1b,XIN4G,retest_cue,115.0,0,3
1b,XIN4G,retest_cue,120.0,0,1
1b,XIN4G,retest_cue,130.0,0,2
1b,XIN4G,retest_cue,135.0,0,2
1b,XIN4G,retest_cue,140.0,0,4
1b,XIN4G,retest_cue,145.0,0,2
1b,XIN4G,retest_cue,150.0,0,2
1b,XIN4G,retest_cue,155.0,0,2
1b,XIN4G,retest_cue,160.0,0,3
1b,XIN4G,retest_cue,175.0,0,2
1b,XIN4G,retest_cue,255.0,0,2
1b,XIN4G,retest_cue,270.0,0,1
1b,XIN4G,retest_cue,275.0,0,2
1b,XIN4G,retest_cue,280.0,0,1
1b,XIN4G,retest_cue,300.0,0,1
1b,XIN4G,retest_cue,305.0,0,1
1b,XIN4G,retest_cue,310.0,0,2
1b,XIN4G,retest_cue,315.0,0,1
1b,XIN4G,retest_cue,325.0,0,3
1b,XIN4G,retest_cue,330.0,0,4
1b,XIN4G,retest_cue,335.0,0,2
1b,XIN4G,retest_cue,345.0,0,2
1b,XIN4G,retest_cue,350.0,0,4
1b,XIN4G,retest_cue,380.0,0,1
1b,XIN4G,retest_cue,465.0,0,1
1b,XIN4G,retest_cue,470.0,0,1
1b,XIN4G,retest_cue,490.0,0,1
1b,XIN4G,retest_cue,500.0,0,1
1b,XIN4G,retest_cue,505.0,0,1
1b,XIN4G,retest_cue,530.0,0,2
1b,XIN4G,retest_cue,535.0,0,1
1b,XIN4R,pretest_contextual,0.0,0,2
1b,XIN4R,pretest_cue,55.0,0,3
1b,XIN4R,pretest_cue,395.0,1,0
1b,XIN4R,pretest_cue,400.0,3,0
1b,XIN4R,pretest_cue,405.0,3,0
1b,XIN4R,pretest_cue,410.0,3,0
1b,XIN4R,pretest_cue,415.0,2,0
1b,XIN4R,pretest_cue,420.0,2,0
1b,XIN4R,pretest_cue,425.0,2,0
1b,XIN4R,pretest_cue,430.0,1,0
1b,XIN4R,pretest_cue,440.0,2,0
1b,XIN4R,pretest_cue,445.0,1,0
1b,XIN4R,pretest_cue,460.0,2,0
1b,XIN4R,pretest_cue,465.0,1,0
1b,XIN4R,pretest_cue,470.0,2,0
1b,XIN4R,pretest_cue,475.0,1,0
1b,XIN4R,pretest_cue,480.0,2,0
1b,XIN4R,retest_contextual,0.0,0,5
1b,XIN4R,retest_contextual,5.0,0,1
1b,XIN4R,retest_contextual,20.0,0,1
1b,XIN4R,retest_contextual,25.0,0,1
1b,XIN4R,retest_contextual,30.0,0,4
1b,XIN4R,retest_contextual,35.0,0,4
1b,XIN4R,retest_contextual,40.0,0,2
1b,XIN4R,retest_contextual,45.0,0,4
1b,XIN4R,retest_contextual,50.0,0,6
1b,XIN4R,retest_contextual,55.0,0,3
1b,XIN4R,retest_contextual,60.0,0,3
1b,XIN4R,retest_contextual,65.0,0,3
1b,XIN4R,retest_contextual,70.0,0,2
1b,XIN4R,retest_contextual,75.0,0,6
1b,XIN4R,retest_contextual,80.0,0,5
1b,XIN4R,retest_contextual,85.0,0,1
1b,XIN4R,retest_contextual,90.0,0,5
1b,XIN4R,retest_contextual,95.0,0,3
1b,XIN4R,retest_contextual,105.0,0,1
1b,XIN4R,retest_contextual,110.0,0,1
1b,XIN4R,retest_contextual,130.0,0,2
1b,XIN4R,retest_contextual,135.0,0,1
1b,XIN4R,retest_cue,70.0,0,1
1b,XIN4R,retest_cue,90.0,0,2
1b,XIN4R,retest_cue,100.0,0,1
2,EXT1B,LTM1,225.0,1,0
2,EXT1B,LTM1,230.0,3,0
2,EXT1B,LTM1,235.0,1,0
2,EXT1B,LTM1,240.0,3,0
2,EXT1B,LTM1,245.0,6,0
2,EXT1B,LTM1,250.0,1,0
2,EXT1B,LTM1,255.0,5,0
2,EXT1B,LTM1,260.0,5,0
2,EXT1B,LTM1,265.0,4,0
2,EXT1B,LTM1,270.0,1,0
2,EXT1B,LTM1,275.0,4,0
2,EXT1B,LTM1,280.0,4,0
2,EXT1B,LTM1,285.0,1,0
2,EXT1B,LTM1,290.0,4,0
2,EXT1B,LTM1,295.0,4,0
2,EXT1B,LTM1,300.0,4,0
2,EXT1B,LTM1,305.0,2,0
2,EXT1B,LTM1,310.0,4,0
2,EXT1B,LTM1,315.0,5,0
2,EXT1B,LTM1,320.0,5,0
2,EXT1B,LTM1,325.0,1,0
2,EXT1B,LTM1,335.0,2,0
2,EXT1B,LTM1,340.0,5,0
2,EXT1B,LTM1,345.0,4,0
2,EXT1B,LTM1,350.0,6,0
2,EXT1B,LTM1,360.0,2,0
2,EXT1B,LTM1,385.0,2,0
2,EXT1B,LTM1,390.0,2,0
2,EXT1B,LTM1,395.0,4,0
2,EXT1B,LTM1,400.0,3,0
2,EXT1B,LTM1,405.0,5,0
2,EXT1B,LTM1,410.0,6,0
2,EXT1B,LTM1,415.0,2,0
2,EXT1B,LTM1,420.0,5,0
2,EXT1B,LTM1,425.0,2,0
2,EXT1B,LTM1,430.0,3,0
2,EXT1B,LTM1,435.0,2,0
2,EXT1B,LTM1,440.0,1,0
2,EXT1B,LTM1,445.0,1,0
2,EXT1B,LTM1,450.0,1,0
2,EXT1B,LTM1,455.0,2,0
2,EXT1B,LTM1,460.0,3,0
2,EXT1B,LTM1,465.0,1,0
2,EXT1B,LTM1,470.0,4,0
2,EXT1B,LTM1,475.0,5,0
2,EXT1B,LTM1,480.0,3,0
2,EXT1B,LTM1,485.0,2,0
2,EXT1B,LTM1,490.0,2,0
2,EXT1B,LTM1,495.0,3,0
2,EXT1B,LTM1,500.0,3,0
2,EXT1B,LTM1,505.0,1,0
2,EXT1B,LTM1,510.0,1,0
2,EXT1B,LTM1,515.0,1,0
2,EXT1B,LTM1,520.0,2,0
2,EXT1B,LTM1,525.0,3,0
2,EXT1B,LTM1,530.0,2,0
2,EXT1B,LTM2,0.0,0,7
2,EXT1B,LTM2,5.0,0,3
2,EXT1B,LTM2,10.0,0,5
2,EXT1B,LTM2,15.0,0,6
2,EXT1B,LTM2,20.0,0,1
2,EXT1B,LTM2,25.0,0,1
2,EXT1B,LTM2,30.0,0,2
2,EXT1B,LTM2,35.0,0,7
2,EXT1B,LTM2,40.0,0,2
2,EXT1B,LTM2,50.0,0,3
2,EXT1B,LTM2,55.0,0,3
2,EXT1B,LTM2,60.0,0,3
2,EXT1B,LTM2,65.0,0,4
2,EXT1B,LTM2,70.0,0,3
2,EXT1B,LTM2,75.0,0,3
2,EXT1B,LTM2,80.0,0,2
2,EXT1B,LTM2,85.0,0,2
2,EXT1B,LTM2,90.0,0,4
2,EXT1B,LTM2,95.0,0,3
2,EXT1B,LTM2,100.0,0,4
2,EXT1B,LTM2,105.0,0,4
2,EXT1B,LTM2,110.0,0,1
2,EXT1B,LTM2,120.0,0,1
2,EXT1B,LTM2,125.0,0,1
2,EXT1B,LTM2,130.0,0,3
2,EXT1B,LTM2,135.0,0,4
2,EXT1B,LTM2,140.0,0,1
2,EXT1B,LTM2,145.0,0,1
2,EXT1B,LTM2,150.0,0,1
2,EXT1B,LTM2,155.0,0,1
2,EXT1B,LTM2,165.0,0,2
2,EXT1B,LTM2,170.0,0,2
2,EXT1B,LTM2,190.0,0,1
2,EXT1B,LTM2,220.0,0,1
2,EXT1B,LTM2,235.0,0,1
2,EXT1B,LTM2,240.0,0,1
2,EXT1B,LTM2,250.0,0,1
2,EXT1B,LTM2,255.0,0,1
2,EXT1B,LTM2,270.0,0,1
2,EXT1B,LTM2,275.0,0,1
2,EXT1B,LTM2,285.0,0,1
2,EXT1B,LTM2,300.0,0,1
2,EXT1B,LTM2,305.0,0,1
2,EXT1B,LTM2,310.0,0,1
2,EXT1B,LTM2,315.0,0,3
2,EXT1B,LTM2,345.0,0,1
2,EXT1B,LTM2,360.0,0,1
2,EXT1B,LTM2,420.0,0,2
2,EXT1B,LTM2,425.0,0,1
2,EXT1B,LTM2,445.0,0,1
2,EXT1B,LTM2,450.0,0,1
2,EXT1B,LTM2,570.0,0,3
2,EXT1B,LTM2,585.0,0,1
2,EXT1B,LTM2,605.0,2,1
2,EXT1B,LTM2,610.0,0,1
2,EXT1B,LTM2,615.0,1,2
2,EXT1B,LTM2,620.0,0,2
2,EXT1B,LTM2,625.0,2,2
2,EXT1B,LTM2,630.0,0,1
2,EXT1B,LTM2,665.0,0,1
2,EXT1B,LTM2,720.0,0,1
2,EXT1B,LTM2,775.0,0,4
2,EXT1B,LTM2,790.0,0,1
2,EXT1B,LTM2,820.0,0,1
2,EXT1B,extinction1,230.0,2,0
2,EXT1B,extinction1,235.0,2,0
2,EXT1B,extinction1,240.0,2,0
2,EXT1B,extinction1,245.0,2,0
2,EXT1B,extinction1,250.0,1,0
2,EXT1B,extinction1,255.0,1,0
2,EXT1B,extinction1,260.0,1,0
2,EXT1B,extinction1,265.0,1,0
2,EXT1B,extinction1,270.0,2,0
2,EXT1B,extinction1,275.0,2,0
2,EXT1B,extinction1,280.0,2,0
2,EXT1B,extinction1,285.0,2,0
2,EXT1B,extinction1,290.0,1,0
2,EXT1B,extinction1,295.0,2,0
2,EXT1B,extinction1,300.0,3,0
2,EXT1B,extinction1,315.0,2,0
2,EXT1B,extinction1,320.0,1,0
2,EXT1B,extinction1,325.0,1,0
2,EXT1B,extinction1,330.0,1,0
2,EXT1B,extinction1,335.0,2,0
2,EXT1B,extinction1,380.0,2,0
2,EXT1B,extinction1,385.0,2,0
2,EXT1B,extinction1,390.0,3,0
2,EXT1B,extinction1,395.0,3,0
2,EXT1B,extinction1,400.0,1,0
2,EXT1B,extinction1,405.0,4,0
2,EXT1B,extinction1,410.0,2,0
2,EXT1B,extinction1,415.0,4,0
2,EXT1B,extinction1,420.0,3,0
2,EXT1B,extinction1,425.0,1,0
2,EXT1B,extinction1,430.0,2,0
2,EXT1B,extinction1,435.0,3,0
2,EXT1B,extinction1,440.0,2,0
2,EXT1B,extinction1,445.0,1,0
2,EXT1B,extinction1,450.0,2,0
2,EXT1B,extinction1,455.0,5,0
2,EXT1B,extinction1,460.0,3,0
2,EXT1B,extinction1,470.0,2,0
2,EXT1B,extinction1,475.0,2,0
2,EXT1B,extinction1,480.0,1,0
2,EXT1B,extinction1,490.0,1,0
2,EXT1B,extinction1,495.0,1,0
2,EXT1B,extinction1,510.0,3,0
2,EXT1B,extinction1,520.0,3,0
2,EXT1B,extinction1,560.0,2,0
2,EXT1B,extinction1,565.0,1,0
2,EXT1B,extinction1,570.0,4,0
2,EXT1B,extinction1,575.0,4,0
2,EXT1B,extinction1,580.0,5,0
2,EXT1B,extinction1,585.0,2,0
2,EXT1B,extinction1,590.0,5,0
2,EXT1B,extinction1,595.0,2,0
2,EXT1B,extinction1,600.0,2,0
2,EXT1B,extinction1,605.0,1,0
2,EXT1B,extinction1,610.0,2,0
2,EXT1B,extinction1,615.0,5,0
2,EXT1B,extinction1,620.0,1,0
2,EXT1B,extinction1,625.0,2,0
2,EXT1B,extinction1,630.0,3,0
2,EXT1B,extinction1,635.0,3,0
2,EXT1B,extinction1,640.0,3,0
2,EXT1B,extinction1,645.0,4,0
2,EXT1B,extinction1,650.0,1,0
2,EXT1B,extinction1,660.0,2,0
2,EXT1B,extinction1,665.0,2,0
2,EXT1B,extinction1,670.0,4,0
2,EXT1B,extinction1,675.0,1,0
2,EXT1B,extinction1,680.0,3,0
2,EXT1B,extinction1,685.0,1,0
2,EXT1B,extinction1,690.0,1,0
2,EXT1B,extinction1,695.0,3,0
2,EXT1B,extinction1,700.0,3,0
2,EXT1B,extinction1,705.0,2,0
2,EXT1B,extinction1,710.0,5,0
2,EXT1B,extinction1,715.0,1,0
2,EXT1B,extinction1,720.0,2,0
2,EXT1B,extinction1,760.0,2,0
2,EXT1B,extinction1,765.0,1,0
2,EXT1B,extinction1,775.0,3,0
2,EXT1B,extinction1,780.0,1,0
2,EXT1B,extinction1,785.0,1,0
2,EXT1B,extinction1,790.0,1,0
2,EXT1B,extinction1,795.0,1,0
2,EXT1B,extinction1,805.0,1,0
2,EXT1B,extinction1,820.0,1,0
2,EXT1B,extinction1,825.0,1,0
2,EXT1B,extinction1,875.0,1,0
2,EXT1B,extinction1,890.0,2,0
2,EXT1B,extinction1,990.0,1,0
2,EXT1B,extinction1,1000.0,1,0
2,EXT1B,extinction1,1005.0,1,0
2,EXT1B,extinction1,1010.0,1,0
2,EXT1B,extinction1,1550.0,1,0
2,EXT1B,extinction1,1570.0,1,0
2,EXT1B,extinction1,1585.0,1,0
2,EXT1B,extinction1,1605.0,1,0
2,EXT1B,extinction1,1645.0,2,0
2,EXT1B,extinction1,1665.0,1,0
2,EXT1B,extinction2,5.0,0,1
2,EXT1B,extinction2,10.0,0,2
2,EXT1B,extinction2,15.0,0,4
2,EXT1B,extinction2,20.0,0,3
2,EXT1B,extinction2,25.0,0,1
2,EXT1B,extinction2,30.0,0,3
2,EXT1B,extinction2,35.0,0,2
2,EXT1B,extinction2,40.0,0,4
2,EXT1B,extinction2,45.0,0,1
2,EXT1B,extinction2,50.0,0,3
2,EXT1B,extinction2,55.0,0,4
2,EXT1B,extinction2,60.0,0,1
2,EXT1B,extinction2,65.0,0,1
2,EXT1B,extinction2,70.0,0,2
2,EXT1B,extinction2,75.0,0,3
2,EXT1B,extinction2,80.0,0,4
2,EXT1B,extinction2,85.0,0,1
2,EXT1B,extinction2,90.0,0,1
2,EXT1B,extinction2,115.0,0,2
2,EXT1B,extinction2,120.0,0,1
2,EXT1B,extinction2,150.0,0,2
2,EXT1B,extinction2,155.0,0,1
2,EXT1B,extinction2,175.0,0,2
2,EXT1B,extinction2,180.0,0,1
2,EXT1B,extinction2,225.0,1,0
2,EXT1B,extinction2,230.0,1,0
2,EXT1B,extinction2,235.0,2,0
2,EXT1B,extinction2,240.0,2,0
2,EXT1B,extinction2,250.0,1,0
2,EXT1B,extinction2,255.0,2,0
2,EXT1B,extinction2,260.0,1,0
2,EXT1B,extinction2,265.0,2,0
2,EXT1B,extinction2,270.0,2,0
2,EXT1B,extinction2,275.0,1,0
2,EXT1B,extinction2,280.0,1,0
2,EXT1B,extinction2,290.0,1,0
2,EXT1B,extinction2,310.0,2,0
2,EXT1B,extinction2,335.0,1,0
2,EXT1B,extinction2,340.0,1,0
2,EXT1B,extinction2,345.0,1,0
2,EXT1B,extinction2,385.0,1,0
2,EXT1B,extinction2,390.0,1,0
2,EXT1B,extinction2,395.0,3,0
2,EXT1B,extinction2,405.0,1,0
2,EXT1B,extinction2,410.0,1,0
2,EXT1B,extinction2,645.0,0,1
2,EXT1B,extinction2,665.0,0,1
2,EXT1B,extinction2,705.0,0,1
2,EXT1B,extinction2,720.0,0,5
2,EXT1B,extinction2,755.0,0,1
2,EXT1B,extinction2,770.0,0,1
2,EXT1B,extinction2,775.0,0,1
2,EXT1B,extinction2,820.0,0,3
2,EXT1B,extinction2,840.0,0,1
2,EXT1B,extinction2,1400.0,0,1
2,EXT1B,extinction2,1420.0,0,1
2,EXT1B,extinction2,1690.0,0,1
2,EXT1B,extinction2,1825.0,0,1
2,EXT1B,extinction2,1890.0,0,1
2,EXT1B,extinction2,1895.0,0,1
2,EXT1B,extinction2,1920.0,0,1
2,EXT1B,extinction2,1925.0,0,1
2,EXT1B,extinction2,1955.0,4,0
2,EXT1B,extinction2,1960.0,0,1
2,EXT1B,extinction2,1965.0,0,2
2,EXT1B,extinction2,1970.0,0,1
2,EXT1B,extinction2,1975.0,0,2
2,EXT1B,extinction2,1980.0,0,2
2,EXT1B,extinction3,0.0,0,4
2,EXT1B,extinction3,5.0,0,6
2,EXT1B,extinction3,10.0,0,5
2,EXT1B,extinction3,15.0,0,5
2,EXT1B,extinction3,20.0,0,5
2,EXT1B,extinction3,25.0,0,3
2,EXT1B,extinction3,30.0,0,1
2,EXT1B,extinction3,35.0,0,3
2,EXT1B,extinction3,40.0,0,4
2,EXT1B,extinction3,45.0,0,4
2,EXT1B,extinction3,50.0,0,5
2,EXT1B,extinction3,55.0,0,8
2,EXT1B,extinction3,60.0,0,2
2,EXT1B,extinction3,65.0,0,2
2,EXT1B,extinction3,70.0,0,2
2,EXT1B,extinction3,75.0,0,4
2,EXT1B,extinction3,80.0,0,8
2,EXT1B,extinction3,85.0,0,8
2,EXT1B,extinction3,90.0,0,2
2,EXT1B,extinction3,95.0,0,1
2,EXT1B,extinction3,100.0,0,4
2,EXT1B,extinction3,105.0,0,5
2,EXT1B,extinction3,110.0,0,4
2,EXT1B,extinction3,115.0,0,4
2,EXT1B,extinction3,120.0,0,2
2,EXT1B,extinction3,125.0,0,1
2,EXT1B,extinction3,130.0,0,4
2,EXT1B,extinction3,135.0,0,5
2,EXT1B,extinction3,145.0,0,3
2,EXT1B,extinction3,150.0,0,4
2,EXT1B,extinction3,155.0,0,1
2,EXT1B,extinction3,175.0,0,2
2,EXT1B,extinction3,180.0,0,1
2,EXT1B,extinction3,220.0,3,0
2,EXT1B,extinction3,225.0,5,0
2,EXT1B,extinction3,230.0,7,0
2,EXT1B,extinction3,235.0,4,0
2,EXT1B,extinction3,240.0,6,0
2,EXT1B,extinction3,255.0,2,0
2,EXT1B,extinction3,265.0,2,0
2,EXT1B,extinction3,295.0,0,1
2,EXT1B,extinction3,355.0,0,1
2,EXT1B,extinction3,380.0,2,1
2,EXT1B,extinction3,385.0,1,0
2,EXT1B,extinction3,475.0,0,1
2,EXT1B,extinction3,590.0,0,1
2,EXT1B,extinction3,1000.0,0,1
2,EXT1B,extinction3,1025.0,0,1
2,EXT1B,extinction3,1135.0,0,1
2,EXT1B,extinction3,1585.0,0,1
2,EXT1B,extinction3,1595.0,0,1
2,EXT1B,extinction3,1600.0,0,2
2,EXT1B,extinction3,1610.0,0,2
2,EXT1B,extinction3,1615.0,0,1
2,EXT1B,extinction3,1620.0,0,1
2,EXT1B,extinction3,1675.0,0,1
2,EXT1B,extinction3,1680.0,0,1
2,EXT1B,extinction3,1685.0,0,1
2,EXT1B,extinction3,1700.0,0,1
2,EXT1B,extinction3,1705.0,0,1
2,EXT1B,extinction3,1725.0,0,3
2,EXT1B,extinction3,1730.0,0,1
2,EXT1B,extinction3,1735.0,0,2
2,EXT1B,extinction3,1740.0,0,1
2,EXT1B,extinction3,1750.0,0,1
2,EXT1B,extinction3,1760.0,0,1
2,EXT1B,extinction3,1785.0,0,1
2,EXT1B,extinction3,1870.0,0,1
2,EXT1B,extinction3,1915.0,0,1
2,EXT1B,extinction4,10.0,0,1
2,EXT1B,extinction4,15.0,0,1
2,EXT1B,extinction4,20.0,0,2
2,EXT1B,extinction4,25.0,0,2
2,EXT1B,extinction4,30.0,0,3
2,EXT1B,extinction4,35.0,0,4
2,EXT1B,extinction4,40.0,0,4
2,EXT1B,extinction4,45.0,0,1
2,EXT1B,extinction4,115.0,0,4
2,EXT1B,extinction4,120.0,0,1
2,EXT1B,extinction4,125.0,0,4
2,EXT1B,extinction4,130.0,0,1
2,EXT1B,extinction4,150.0,0,3
2,EXT1B,extinction4,155.0,0,2
2,EXT1B,extinction4,160.0,0,5
2,EXT1B,extinction4,165.0,0,2
2,EXT1B,extinction4,175.0,0,2
2,EXT1B,extinction4,180.0,0,1
2,EXT1B,extinction4,185.0,0,1
2,EXT1B,extinction4,300.0,0,1
2,EXT1B,extinction4,320.0,0,1
2,EXT1B,extinction4,335.0,0,1
2,EXT1B,extinction4,340.0,0,1
2,EXT1B,extinction4,360.0,0,1
2,EXT1B,extinction4,625.0,0,1
2,EXT1B,extinction4,670.0,0,1
2,EXT1B,extinction4,685.0,0,1
2,EXT1B,extinction4,980.0,0,1
2,EXT1B,extinction4,1050.0,0,1
2,EXT1B,extinction4,1570.0,0,1
2,EXT1B,extinction4,1865.0,0,1
2,EXT1B,extinction4,1890.0,0,3
2,EXT1B,extinction4,1900.0,0,1
2,EXT1B,extinction4,1905.0,0,1
2,EXT1B,extinction4,1915.0,0,1
2,EXT1B,learning,0.0,0,4
2,EXT1B,learning,5.0,0,6
2,EXT1B,learning,10.0,0,3
2,EXT1B,learning,15.0,0,6
2,EXT1B,learning,20.0,0,1
2,EXT1B,learning,25.0,0,4
2,EXT1B,learning,30.0,0,11
2,EXT1B,learning,35.0,0,7
2,EXT1B,learning,45.0,0,3
2,EXT1B,learning,50.0,0,4
2,EXT1B,learning,55.0,0,3
2,EXT1B,learning,65.0,0,3
2,EXT1B,learning,70.0,0,5
2,EXT1B,learning,75.0,0,7
2,EXT1B,learning,80.0,0,1
2,EXT1B,learning,90.0,0,2
2,EXT1B,learning,95.0,0,2
2,EXT1B,learning,110.0,0,1
2,EXT1B,learning,120.0,0,1
2,EXT1B,learning,130.0,0,1
2,EXT1B,learning,145.0,0,1
2,EXT1B,learning,150.0,0,3
2,EXT1B,learning,155.0,0,2
2,EXT1B,learning,165.0,0,3
2,EXT1B,learning,170.0,0,1
2,EXT1B,learning,225.0,0,1
2,EXT1B,learning,230.0,0,2
2,EXT1B,learning,240.0,0,1
2,EXT1B,learning,370.0,0,1
2,EXT1B,learning,375.0,0,1
2,EXT1B,learning,620.0,0,1
2,EXT1B,learning,625.0,0,1
2,EXT1B,learning,630.0,0,2
2,EXT1B,learning,650.0,0,1
2,EXT1B,learning,700.0,0,1
2,EXT1B,learning,715.0,0,1
2,EXT1B,learning,720.0,0,2
2,EXT1B,learning,735.0,0,1
2,EXT1B,learning,740.0,0,1
2,EXT1B,learning,755.0,1,0
2,EXT1B,learning,760.0,1,0
2,EXT1B,learning,765.0,0,1
2,EXT1B,learning,900.0,2,2
2,EXT1B,learning,905.0,0,1
2,EXT1B,learning,910.0,1,0
2,EXT1B,learning,915.0,1,2
2,EXT1B,learning,920.0,3,5
2,EXT1B,learning,925.0,3,7
2,EXT1B,learning,930.0,4,5
2,EXT1B,learning,935.0,5,8
2,EXT1B,learning,940.0,3,5
2,EXT1B,learning,945.0,5,15
2,EXT1B,learning,950.0,6,5
2,EXT1B,learning,955.0,4,10
2,EXT1B,learning,960.0,4,6
2,EXT1B,learning,980.0,1,3
2,EXT1B,learning,985.0,2,4
2,EXT1B,learning,990.0,3,6
2,EXT1B,learning,995.0,3,10
2,EXT1B,learning,1000.0,3,3
2,EXT1B,learning,1005.0,4,4
2,EXT1B,learning,1010.0,4,11
2,EXT1B,learning,1015.0,4,4
2,EXT1B,learning,1020.0,4,5
2,EXT1B,learning,1025.0,4,5
2,EXT1B,learning,1030.0,4,13
2,EXT1B,learning,1035.0,5,14
2,EXT1B,learning,1040.0,5,13
2,EXT1B,learning,1045.0,7,17
2,EXT1B,learning,1050.0,6,14
2,EXT1B,learning,1055.0,6,18
2,EXT1B,learning,1060.0,6,14
2,EXT1B,learning,1065.0,5,12
2,EXT1B,learning,1070.0,5,11
2,EXT1B,learning,1075.0,4,9
2,EXT1B,learning,1080.0,7,9
2,EXT1B,learning,1085.0,6,10
2,EXT1B,learning,1090.0,5,9
2,EXT1B,learning,1095.0,6,9
2,EXT1B,learning,1100.0,6,8
2,EXT1B,learning,1105.0,5,7
2,EXT1B,learning,1110.0,6,8
2,EXT1B,learning,1115.0,6,10
2,EXT1B,learning,1120.0,5,14
2,EXT1B,learning,1125.0,5,15
2,EXT1B,learning,1130.0,3,3
2,EXT1B,learning,1135.0,5,10
2,EXT1B,learning,1140.0,5,3
2,EXT1B,learning,1150.0,0,2
2,EXT1B,renewal,230.0,2,0
2,EXT1B,renewal,235.0,3,0
2,EXT1B,renewal,240.0,4,0
2,EXT1B,renewal,245.0,4,0
2,EXT1B,renewal,250.0,1,0
2,EXT1B,renewal,255.0,3,0
2,EXT1B,renewal,260.0,3,0
2,EXT1B,renewal,265.0,4,0
2,EXT1B,renewal,270.0,2,0
2,EXT1B,renewal,275.0,5,0
2,EXT1B,renewal,280.0,3,0
2,EXT1B,renewal,285.0,4,0
2,EXT1B,renewal,290.0,5,0
2,EXT1B,renewal,295.0,2,0
2,EXT1B,renewal,300.0,3,0
2,EXT1B,renewal,305.0,4,0
2,EXT1B,renewal,310.0,3,0
2,EXT1B,renewal,315.0,5,0
2,EXT1B,renewal,320.0,2,0
2,EXT1B,renewal,325.0,3,0
2,EXT1B,renewal,330.0,3,0
2,EXT1B,renewal,335.0,2,0
2,EXT1B,renewal,340.0,1,0
2,EXT1B,renewal,345.0,1,0
2,EXT1B,renewal,350.0,2,0
2,EXT1B,renewal,355.0,2,0
2,EXT1B,renewal,380.0,1,0
2,EXT1B,renewal,385.0,2,0
2,EXT1B,renewal,390.0,3,0
2,EXT1B,renewal,395.0,3,0
2,EXT1B,renewal,400.0,3,0
2,EXT1B,renewal,405.0,2,0
2,EXT1B,renewal,410.0,3,0
2,EXT1B,renewal,415.0,4,0
2,EXT1B,renewal,420.0,5,0
2,EXT1B,renewal,425.0,2,0
2,EXT1B,renewal,430.0,4,0
2,EXT1B,renewal,435.0,3,0
2,EXT1B,renewal,440.0,2,0
2,EXT1B,renewal,445.0,2,0
2,EXT1B,renewal,450.0,2,0
2,EXT1B,renewal,455.0,3,0
2,EXT1B,renewal,460.0,3,0
2,EXT1B,renewal,465.0,1,0
2,EXT1B,renewal,470.0,1,0
2,EXT1B,renewal,475.0,2,0
2,EXT1B,renewal,480.0,3,0
2,EXT1B,renewal,485.0,4,0
2,EXT1B,renewal,490.0,3,0
2,EXT1B,renewal,495.0,4,0
2,EXT1B,renewal,505.0,2,0
2,EXT1B,renewal,510.0,4,0
2,EXT1B,renewal,515.0,3,0
2,EXT1B,renewal,520.0,2,0
2,EXT1B,renewal,525.0,5,0
2,EXT1B,renewal,530.0,4,0
2,EXT1B,retrieval,90.0,0,1
2,EXT1B,retrieval,240.0,1,0
2,EXT1B,retrieval,245.0,0,2
2,EXT1B,retrieval,250.0,2,2
2,EXT1B,retrieval,255.0,2,4
2,EXT1B,retrieval,260.0,1,2
2,EXT1B,retrieval,265.0,4,1
2,EXT1B,retrieval,280.0,2,3
2,EXT1B,retrieval,285.0,4,6
2,EXT1B,retrieval,290.0,4,7
2,EXT1B,retrieval,295.0,2,4
2,EXT1B,retrieval,300.0,1,0
2,EXT1B,retrieval,305.0,4,2
2,EXT1B,retrieval,310.0,3,1
2,EXT1B,retrieval,315.0,4,1
2,EXT1B,retrieval,320.0,2,0
2,EXT1B,retrieval,325.0,4,5
2,EXT1B,retrieval,330.0,4,5
2,EXT1B,retrieval,340.0,2,1
2,EXT1B,retrieval,345.0,4,13
2,EXT1B,retrieval,350.0,5,10
2,EXT1B,retrieval,355.0,5,7
2,EXT1G,LTM1,20.0,0,1
2,EXT1G,LTM1,25.0,0,5
2,EXT1G,LTM1,205.0,1,1
2,EXT1G,LTM1,210.0,1,1
