session_name,decile,state_label,mean_occupancy,sem_occupancy,n_subjects,spearman_rho,spearman_pval
extinction3,3,Fear/Distress,0.007352941176470588,0.007352941176470589,17,-0.7191012094028307,0.019088229989839226
extinction3,3,Goal-Directed,0.027941176470588237,0.007071832375614465,17,-0.13939393939393938,0.7009318849100584
extinction3,3,Quiescent,0.9397058823529412,0.014229413588502668,17,0.6363636363636362,0.04791172612997544
extinction3,3,Social/Appetitive,0.025,0.009344312519955027,17,-0.34545454545454546,0.3282265114713672
extinction3,4,Fear/Distress,0.0,0.0,17,-0.7191012094028307,0.019088229989839226
extinction3,4,Goal-Directed,0.024132730015082954,0.00600956917440016,17,-0.13939393939393938,0.7009318849100584
extinction3,4,Quiescent,0.9321266968325792,0.01702270488732385,17,0.6363636363636362,0.04791172612997544
extinction3,4,Social/Appetitive,0.04374057315233786,0.016565522350293207,17,-0.34545454545454546,0.3282265114713672
extinction3,5,Fear/Distress,0.0,0.0,17,-0.7191012094028307,0.019088229989839226
extinction3,5,Goal-Directed,0.024999999999999998,0.006779076806833006,17,-0.13939393939393938,0.7009318849100584
extinction3,5,Quiescent,0.9588235294117647,0.008823529411764702,17,0.6363636363636362,0.04791172612997544
extinction3,5,Social/Appetitive,0.016176470588235296,0.007090919677200703,17,-0.34545454545454546,0.3282265114713672
extinction3,6,Fear/Distress,0.0029411764705882353,0.002941176470588235,17,-0.7191012094028307,0.019088229989839226
extinction3,6,Goal-Directed,0.029411764705882353,0.007798971851322216,17,-0.13939393939393938,0.7009318849100584
extinction3,6,Quiescent,0.9323529411764706,0.026146918215727278,17,0.6363636363636362,0.04791172612997544
extinction3,6,Social/Appetitive,0.03529411764705883,0.024541645982762702,17,-0.34545454545454546,0.3282265114713672
extinction3,7,Fear/Distress,0.007541478129713423,0.007541478129713422,17,-0.7191012094028307,0.019088229989839226
extinction3,7,Goal-Directed,0.021116138763197588,0.005914173130225536,17,-0.13939393939393938,0.7009318849100584
extinction3,7,Quiescent,0.9245852187028658,0.02651877974738649,17,0.6363636363636362,0.04791172612997544
extinction3,7,Social/Appetitive,0.04675716440422323,0.020535820217481297,17,-0.34545454545454546,0.3282265114713672
extinction3,8,Fear/Distress,0.0,0.0,17,-0.7191012094028307,0.019088229989839226
extinction3,8,Goal-Directed,0.03235294117647059,0.008777453225230384,17,-0.13939393939393938,0.7009318849100584
extinction3,8,Quiescent,0.9029411764705882,0.02589237773773384,17,0.6363636363636362,0.04791172612997544
extinction3,8,Social/Appetitive,0.06470588235294118,0.026951312953104784,17,-0.34545454545454546,0.3282265114713672
extinction3,9,Fear/Distress,0.0,0.0,17,-0.7191012094028307,0.019088229989839226
extinction3,9,Goal-Directed,0.02262443438914027,0.005768121621711295,17,-0.13939393939393938,0.7009318849100584
extinction3,9,Quiescent,0.9622926093514328,0.00796331526468434,17,0.6363636363636362,0.04791172612997544
extinction3,9,Social/Appetitive,0.015082956259426846,0.005841603840433509,17,-0.34545454545454546,0.3282265114713672
extinction4,0,Fear/Distress,0.0058823529411764705,0.0026511406437235217,17,0.8814630383360936,0.0007468608372274938
extinction4,0,Goal-Directed,0.05,0.008302639551938395,17,-0.8206724839680872,0.003621705638366573
extinction4,0,Quiescent,0.7676470588235293,0.047442142873348636,17,0.7696969696969697,0.009221952722215994
extinction4,0,Social/Appetitive,0.17647058823529413,0.04843462222168957,17,-0.6848484848484848,0.028882797506732765
extinction4,1,Fear/Distress,0.0014705882352941176,0.0014705882352941174,17,0.8814630383360936,0.0007468608372274938
