K8_state,macro_state,usv22_count,usv50_count,leverpress_count,freezing_pct,occupancy
0,1,6.938893903907228e-17,1.3877787807814457e-16,1.0408340855860843e-17,32.638133753711976,0.8173134201344566
1,1,1.3877787807814457e-17,0.7720150435446238,3.469446951953614e-18,25.504127956903766,0.07110033188664794
2,0,2.66118285380442,2.903140241475611,-6.938893903907228e-18,69.88399243305474,0.0319547272572547
3,3,0.012732975238115103,0.13132985842882308,1.0041276274566162,31.799889830508477,0.025104246447110883
4,2,0.7440867209046977,-1.3877787807814457e-16,-2.0816681711721685e-17,98.211815457759,0.0230193175048932
5,2,1.961005181296125,0.000370850424251485,-3.469446951953614e-18,36.10022555988606,0.02287039400902051
6,1,8.326672684688674e-17,1.589389057720121,2.0816681711721685e-17,22.564081660171517,0.008595013190366776
7,0,1.3916098764213978,3.1848529628392925,0.0,59.27339193432286,4.254957024934048e-05
