fold,K,state,n_runs_train,n_runs_test,mean_duration_train,std_duration_train,median_duration_train,max_duration_train,p_self_transition,geom_p,geom_expected_mean,ks_stat,ks_pvalue,nb_r,nb_p,variance_ratio,geometric_rejected
3,5,1,300,27,4.793333333333333,6.874878584786466,2.0,36,0.8003616529750094,0.19963834702499061,5.009057703101602,0.2139121088862227,1.5827938777803e-12,0.5409867631377087,0.10141625424683501,9.860352341214652,True
3,5,2,2422,699,12.987613542526837,29.628372789543864,4.5,408,0.9265690656079197,0.07343093439208026,13.618238801927228,0.23707416156146793,3.0309199480192107e-120,0.1950367666129253,0.014794958679720336,67.59059093356674,True
3,5,3,1126,467,2.3614564831261102,3.4113861185568664,1.0,42,0.581099096139281,0.418900903860719,2.3871994325715074,0.418900903860719,1.510362820753484e-179,0.6011661649920419,0.20291688695956625,4.928126066704653,True
3,5,4,974,194,1.01129363449692,0.11497598187064537,1.0,3,0.011224489795612731,0.9887755102043873,1.0113519091844139,0.9887755102043873,0.0,1.0,0.9887755102043873,0.013071847736582617,True
3,6,0,2422,699,12.987613542526837,29.628372789543864,4.5,408,0.9265690964296042,0.07343090357039583,13.618244518009128,0.2370742596345385,3.0302193035389406e-120,0.1950367666129253,0.014794958679720336,67.59059093356674,True
3,6,1,1126,467,2.3614564831261102,3.4113861185568664,1.0,42,0.5810992170162257,0.4189007829837743,2.387200121415705,0.4189007829837743,1.5107387697861391e-179,0.6011661649920419,0.20291688695956625,4.928126066704653,True
3,6,2,300,27,4.793333333333333,6.874878584786466,2.0,36,0.8003616534348662,0.1996383465651338,5.009057714639712,0.2139121096223262,1.5827935718142682e-12,0.5409867631377087,0.10141625424683501,9.860352341214652,True
3,6,3,878,160,1.0125284738041003,0.12103476969969591,1.0,3,0.012443438930533813,0.9875565610694662,1.0126002291119998,0.9875565610694662,0.0,1.0,0.9875565610694662,0.014468151617722047,True
3,6,4,96,35,1.0,0.0,1.0,1,2.929001070583988e-116,1.0,1.0,1.0,0.0,1.0,1.0,0.0,True
3,6,5,567,102,3.2839506172839505,5.414280540878827,1.0,58,0.6998760112142411,0.30012398878575886,3.331956249301492,0.30012398878575886,8.625292635335232e-46,0.4142962537912944,0.1120250400349396,8.926575698505522,True
4,3,0,1635,545,3.3492354740061163,5.981193080759276,1.0,94,0.7065857808705432,0.29341421912945675,3.4081511215337246,0.29341421912945675,3.2734783596468646e-125,0.34594379976004747,0.09362030205572626,10.68144385397051,True
4,3,1,2349,772,12.940400170285228,30.284978622961017,4.0,408,0.9265327765239318,0.07346722347606816,13.61151208233354,0.26016006056775226,9.698580403771577e-141,0.18518760904300804,0.014108900276044316,70.87724630798567,True
4,3,2,898,270,1.010022271714922,0.11022248988658903,1.0,3,0.00996677740850891,0.9900332225914911,1.0100671140938282,0.9900332225914911,0.0,1.0,0.9900332225914911,0.01202844493336902,True
4,4,0,1167,416,2.3110539845758353,3.129056052048744,1.0,35,0.571777509616134,0.42822249038386595,2.3352346559462185,0.42822249038386595,8.052004280800018e-195,0.7140394302652097,0.23603880354971757,4.236591547496838,True
4,4,1,898,270,1.010022271714922,0.11022248988658903,1.0,3,0.009966777408710215,0.9900332225912898,1.0100671140940336,0.9900332225912898,0.0,1.0,0.9900332225912898,0.01202844493336902,True
4,4,2,2349,772,12.940400170285228,30.284978622961017,4.0,408,0.9265333843578967,0.07346661564210333,13.611624698646187,0.2601619944398382,9.6513800089466e-141,0.18518760904300804,0.014108900276044316,70.87724630798567,True
4,4,3,487,157,5.706365503080082,9.38378721841308,2.0,94,0.8308566020540827,0.16914339794591726,5.9121432591755365,0.19778914663986513,3.5953993502371594e-17,0.39542154581313793,0.06480421926308653,15.431094014732079,True
4,5,0,506,163,2.992094861660079,5.001574530632095,1.0,58,0.6709294859129853,0.3290705140870147,3.038862362902482,0.3290705140870147,2.599754634451125e-49,0.4065007604390117,0.11960845173688027,8.360613196464096,True
4,5,1,249,74,5.072289156626506,7.820449661776001,2.0,67,0.8089826355651567,0.1910173644348433,5.235126151796025,0.22875009340096725,6.188898731844846e-12,0.4587168389332556,0.08293551648678542,12.057560407902391,True
4,5,2,2349,772,12.940400170285228,30.284978622961017,4.0,408,0.9265340410942563,0.0734659589057437,13.611746377434383,0.26016408390305884,9.600639797941952e-141,0.18518760904300804,0.014108900276044316,70.87724630798567,True
4,5,3,898,270,1.010022271714922,0.11022248988658903,1.0,3,0.009966777408640147,0.9900332225913598,1.010067114093962,0.9900332225913598,0.0,1.0,0.9900332225913598,0.01202844493336902,True
4,5,4,1169,417,2.3088109495295126,3.126847682646271,1.0,35,0.571020663982025,0.428979336017975,2.331114615642228,0.428979336017975,7.090948502091947e-196,0.7137583202470474,0.23614291569232132,4.234723692930658,True
4,6,0,14,2,1.0,0.0,1.0,1,5.228540276316355e-92,1.0,1.0,1.0,0.0,1.0,1.0,0.0,True
4,6,1,249,74,5.072289156626506,7.820449661776001,2.0,67,0.8089810697575067,0.19101893024249328,5.235083238768679,0.2287475599810201,6.1925663507519985e-12,0.4587168389332556,0.08293551648678542,12.057560407902391,True
4,6,2,2349,772,12.940400170285228,30.284978622961017,4.0,408,0.9265340423447527,0.07346595765524733,13.611746609125904,0.2601640878816249,9.600543437525757e-141,0.18518760904300804,0.014108900276044316,70.87724630798567,True
4,6,3,884,268,1.010180995475113,0.11108459049374435,1.0,3,0.010123751645129722,0.9898762483548703,1.0102272901910263,0.9898762483548703,0.0,1.0,0.9898762483548703,0.012215421098235145,True
4,6,4,1169,417,2.3088109495295126,3.126847682646271,1.0,35,0.5710191716171209,0.4289808283828791,2.3311065060172527,0.4289808283828791,7.067710535945114e-196,0.7137583202470474,0.23614291569232132,4.234723692930658,True
4,6,5,506,163,2.992094861660079,5.001574530632095,1.0,58,0.6709295129454796,0.32907048705452036,3.038862612539058,0.32907048705452036,2.5998039410458294e-49,0.4065007604390117,0.11960845173688027,8.360613196464096,True
